Score,Episodes,Duration_format,Genre_format,Name_format,Source_format,cluster
6,36,25,6,1918,1,0
6,26,25,0,1919,1,0
4,1,30,1,1920,26,0
6,26,25,0,1921,1,0
6,163,25,1,1922,1,0
7,28,25,1,1923,1,0
7,1,88,3,1924,1,0
7,26,25,3,1925,2,0
7,52,22,5,1926,2,0
7,45,24,0,1927,1,0
6,61,24,8,1928,1,0
8,104,3,0,1929,1,0
5,26,25,1,1930,1,0
8,1,113,0,1931,1,0
6,91,24,0,1932,0,0
7,26,22,4,1933,1,0
7,5,35,0,1934,1,0
6,1,67,3,1935,1,0
5,100,25,0,1936,1,0
6,52,23,20,1937,0,0
6,88,20,0,1938,1,0
6,13,25,3,1939,0,0
5,26,11,13,1940,1,0
6,1,45,0,1941,1,0
6,52,25,1,1942,2,0
8,3,29,0,1943,2,0
8,52,25,4,1944,1,0
5,1,42,0,1945,1,0
6,2,30,10,1946,0,0
6,4,29,1,1947,1,0
7,3,30,10,1948,2,0
7,2,28,10,1949,2,0
8,25,24,1,1950,0,0
8,1,80,1,1951,1,0
6,39,24,1,1952,0,0
6,26,25,1,1953,0,0
5,77,24,0,1954,5,0
7,4,29,10,1955,1,0
7,2,29,10,1956,2,0
7,2,30,10,1957,2,0
7,1,110,0,1958,1,0
6,64,25,0,1959,1,0
7,13,23,0,1960,1,0
6,13,5,0,1961,2,0
7,1,128,1,1962,1,0
7,1,128,1,1963,1,0
7,154,24,1,1964,1,0
7,13,24,0,1965,1,0
6,1,44,1,1966,1,0
6,1,14,5,1967,5,0
7,6,22,0,1968,0,0
6,2,30,10,1969,1,0
6,4,40,17,1970,0,0
7,2,27,8,1971,1,0
6,50,25,1,1972,0,0
7,2,25,0,1973,1,0
5,1,24,17,1974,0,0
7,12,22,0,1975,1,0
7,1,96,1,1976,26,0
6,1,17,0,1977,26,0
7,51,24,0,1978,1,0
8,50,24,1,1979,1,0
7,52,22,2,1980,26,0
7,51,24,0,1981,0,0
7,39,20,1,1982,26,0
8,7,23,0,1983,1,0
7,12,5,0,1984,1,0
6,1,48,1,1985,1,0
8,1,25,3,1986,2,0
7,12,23,0,1987,1,0
7,26,24,4,1988,2,0
7,1,66,3,1989,2,0
7,1,29,0,1990,26,0
8,13,24,3,1991,1,0
7,1,23,0,1992,1,0
7,26,22,1,1993,1,0
6,3,20,21,1994,1,0
8,22,22,1,1995,0,0
5,52,23,0,1996,1,0
7,6,12,1,1997,1,0
8,1,90,0,1998,1,0
8,1,112,0,1999,0,0
7,52,22,0,2000,1,0
6,24,3,0,2001,0,0
6,26,23,3,2002,2,0
7,1,8,0,2003,1,0
7,3,30,2,2004,0,0
6,1,35,0,2005,0,0
7,13,24,1,2006,1,0
5,2,30,0,2007,1,0
7,1,24,0,2008,1,0
8,2,30,0,2009,1,0
7,7,5,0,2010,0,0
5,1,45,0,2011,1,0
8,26,24,1,2012,0,0
9,24,24,0,2013,2,0
8,1,23,0,2014,0,0
6,50,25,1,2015,1,0
7,24,24,1,2016,2,0
7,26,25,3,2017,1,0
7,25,23,2,2018,26,0
8,25,24,0,2019,1,0
7,3,23,0,2020,1,0
7,12,24,1,2021,1,0
7,51,20,0,2022,26,0
7,46,22,1,2023,1,0
7,2,23,16,2024,1,0
6,1,105,3,2025,0,0
6,25,23,0,2026,1,0
6,1,30,3,2027,2,0
7,13,24,0,2028,1,0
8,25,24,0,2029,2,0
7,39,23,1,2030,0,0
5,2,30,1,2031,1,0
6,12,24,1,2032,1,0
8,1,46,1,2033,2,0
9,1,114,1,2034,2,0
7,1,57,1,2035,1,0
7,1,79,0,2036,1,0
6,100,10,0,2037,1,0
7,26,24,1,2038,0,0
6,2,20,10,2039,2,0
7,2,30,10,2040,2,0
6,6,1,0,2041,1,0
7,13,1,0,2042,0,0
7,91,25,0,2043,1,0
7,14,24,0,2044,2,0
7,13,25,2,2045,26,0
6,35,23,1,2046,1,0
7,1,92,1,2047,1,0
6,52,21,0,2048,0,0
8,1,116,0,2049,1,0
6,50,10,0,2050,0,0
6,1,4,2,2051,1,0
6,1,40,5,2052,1,0
8,1,42,0,2053,1,0
8,11,23,0,2054,1,0
7,12,23,3,2055,1,0
6,3,30,3,2056,1,0
7,4,28,3,2057,1,0
7,39,24,1,2058,1,0
6,2,24,10,2059,1,0
6,1,18,10,2060,0,0
6,1,30,10,2061,1,0
5,1,30,10,2062,1,0
7,23,23,1,2063,0,0
6,50,25,0,2064,0,0
7,48,23,1,2065,1,0
6,2,50,1,2066,1,0
7,7,15,11,2067,0,0
6,50,24,0,2068,0,0
6,3,30,0,2069,1,0
7,12,24,0,2070,1,0
7,13,24,1,2071,1,0
7,13,24,0,2072,1,0
6,2,30,10,2073,2,0
6,50,23,5,2074,1,0
9,1,125,1,2075,0,0
5,50,24,1,2076,0,0
6,2,30,0,2077,1,0
7,13,24,1,2078,1,0
7,26,25,13,2079,0,0
6,20,12,0,2080,1,0
8,1,117,1,2081,0,0
7,4,30,10,2082,1,0
7,2,30,10,2083,2,0
6,52,26,2,2084,1,0
7,12,24,1,2085,1,2
7,1,1,1,2086,1,2
6,2,33,8,2087,2,2
7,24,23,1,2088,2,2
7,26,25,0,2089,26,2
7,20,24,1,2090,1,2
6,1,30,4,2091,0,2
5,26,25,2,2092,0,2
6,1,24,2,2093,1,2
6,1,45,0,2094,1,2
5,1,47,3,2095,0,2
7,8,3,15,2096,0,2
7,1,24,2,2097,0,2
6,12,24,1,2098,1,2
8,25,24,0,2099,1,2
8,12,23,1,2100,1,2
7,12,24,2,2101,26,2
6,4,30,10,2102,2,2
6,11,11,0,2103,0,2
6,12,25,0,2104,2,2
7,13,24,3,2105,1,2
6,1,51,3,2106,1,2
7,2,23,1,2107,1,2
7,26,20,5,2108,2,2
6,4,30,10,2109,2,2
8,12,24,0,2110,1,2
6,2,29,8,2111,2,2
6,26,25,7,2112,1,2
5,2,28,10,2113,1,2
7,1,92,0,2114,1,2
6,6,30,1,2115,1,2
4,1,35,10,2116,0,2
7,1,110,1,2117,2,2
7,13,23,7,2118,2,2
7,26,24,2,2119,26,2
8,1,29,0,2120,1,2
6,1,4,15,2121,0,2
7,26,23,7,2122,2,2
8,24,24,0,2123,1,2
8,5,33,1,2124,1,2
7,13,23,0,2125,1,2
6,1,72,4,2126,0,2
8,2,26,0,2127,1,2
5,4,27,1,2128,0,2
5,2,44,1,2129,1,2
6,12,25,1,2130,0,2
7,296,24,0,2131,1,2
8,2,29,1,2132,1,2
6,12,27,4,2133,2,2
8,24,24,1,2134,1,2
8,1,130,0,2135,0,2
7,12,24,0,2136,1,2
8,26,13,0,2137,1,2
7,1,91,0,2138,1,2
5,5,30,1,2139,1,2
6,73,25,1,2140,0,2
7,26,25,1,2141,1,2
5,1,45,0,2142,1,2
6,25,25,0,2143,1,2
8,25,24,0,2144,1,2
8,1,100,1,2145,1,2
7,12,24,0,2146,1,2
7,13,24,1,2147,1,2
7,12,24,1,2148,1,2
7,12,23,1,2149,1,2
8,25,23,9,2150,1,2
7,26,24,2,2151,2,2
7,1,19,0,2152,1,2
6,1,88,1,2153,1,2
7,2,30,10,2154,1,2
7,52,5,0,2155,6,2
7,104,20,0,2156,1,2
8,12,23,0,2157,1,2
7,48,24,1,2158,0,2
7,23,23,1,2159,1,2
8,15,24,11,2160,2,2
6,50,24,6,2161,26,2
7,1,93,3,2162,2,2
6,26,25,19,2163,4,2
5,1,80,1,2164,0,2
7,1,112,0,2165,1,2
7,2,29,10,2166,1,2
6,12,23,0,2167,2,2
9,64,24,0,2168,1,2
7,25,5,0,2169,1,2
6,16,5,0,2170,1,2
7,12,24,0,2171,2,2
7,4,30,0,2172,2,2
7,12,24,0,2173,1,2
6,3,40,1,2174,1,2
7,1,34,0,2175,1,2
6,25,24,1,2176,0,2
7,11,22,3,2177,2,2
6,1,100,1,2178,2,2
7,2,30,10,2179,1,2
8,2,42,8,2180,2,2
7,2,30,10,2181,2,2
7,2,6,0,2182,1,2
7,39,23,1,2183,1,2
8,1,59,1,2184,2,2
8,1,121,1,2185,2,2
7,24,23,1,2186,2,2
7,26,23,1,2187,1,2
8,127,24,6,2188,26,2
5,13,24,0,2189,0,2
6,51,23,2,2190,1,2
6,1,87,0,2191,2,2
8,2,24,0,2192,1,2
7,1,21,2,2193,26,2
9,26,23,0,2194,1,2
7,51,24,0,2195,1,2
7,1,80,1,2196,1,2
7,26,24,5,2197,2,2
6,1,1,1,2198,0,2
7,13,24,0,2199,1,2
5,25,24,0,2200,1,2
7,1,10,0,2201,1,2
7,1,95,0,2202,1,2
6,50,24,1,2203,1,2
9,13,24,3,2204,1,2
7,1,30,0,2205,2,2
6,1,30,0,2206,1,2
6,26,24,1,2207,1,2
7,2,27,10,2208,1,2
7,6,2,0,2209,1,2
6,52,24,2,2210,0,2
8,12,24,2,2211,2,2
7,13,24,1,2212,2,2
7,12,50,0,2213,1,2
6,6,51,0,2214,1,2
7,12,23,1,2215,26,2
7,13,23,1,2216,2,2
8,1,12,3,2217,0,2
6,1,65,1,2218,26,2
6,53,24,0,2219,1,2
4,1,36,10,2220,0,2
7,51,23,1,2221,0,2
6,2,29,14,2222,1,2
5,2,30,17,2223,1,2
8,50,25,2,2224,2,2
7,48,24,1,2225,0,2
6,1,31,11,2226,1,2
6,12,24,0,2227,2,2
8,1,111,1,2228,1,2
5,36,24,0,2229,1,2
6,26,25,0,2230,1,2
6,26,24,17,2231,1,2
5,25,25,0,2232,1,2
8,26,23,1,2233,1,2
8,1,30,0,2234,1,2
7,12,25,2,2235,2,2
7,12,23,1,2236,0,2
8,26,24,1,2237,26,2
7,52,10,0,2238,1,2
7,25,23,1,2239,1,2
8,25,24,2,2240,1,2
6,1,11,1,2241,26,2
7,4,15,1,2242,1,2
5,13,25,13,2243,0,2
7,13,23,0,2244,1,2
6,103,25,0,2245,1,2
4,1,25,21,2246,1,2
8,11,23,1,2247,0,2
7,2,11,10,2248,2,2
6,3,30,10,2249,2,2
5,3,30,10,2250,2,2
7,56,25,1,2251,1,2
7,6,25,0,2252,1,2
7,12,24,0,2253,1,2
7,25,24,8,2254,1,2
7,26,24,6,2255,0,2
8,24,24,0,2256,1,2
8,13,24,0,2257,1,2
8,1,114,0,2258,0,2
8,26,24,1,2259,2,2
6,6,27,2,2260,2,2
8,11,22,0,2261,1,2
8,26,25,2,2262,4,2
7,2,25,8,2263,2,2
6,30,24,1,2264,26,2
7,12,23,11,2265,2,2
8,4,24,0,2266,1,2
7,1,70,1,2267,0,2
7,26,26,1,2268,1,2
7,3,26,0,2269,0,2
6,1,26,0,2270,2,2
7,2,30,0,2271,1,2
8,13,45,0,2272,0,2
7,4,25,4,2273,2,2
6,1,17,2,2274,1,2
5,51,12,13,2275,1,2
5,215,10,0,2276,0,2
7,59,24,0,2277,1,2
7,182,25,3,2278,1,2
6,1,45,2,2279,1,2
6,1,24,0,2280,1,2
7,26,20,1,2281,2,2
7,1,6,1,2282,0,2
7,1,25,0,2283,1,2
6,2,48,2,2284,1,2
2,10,3,0,2285,0,2
5,23,25,2,2286,2,2
7,2,24,3,2287,1,2
5,1,29,3,2288,1,2
6,3,40,2,2289,1,2
7,12,24,0,2290,2,2
7,13,24,0,2291,1,2
6,1,32,2,2292,1,2
6,1,55,3,2293,1,2
6,4,30,0,2294,0,2
6,1,73,3,2295,2,2
5,1,57,2,2296,0,2
6,43,20,5,2297,0,2
6,52,20,0,2298,1,2
7,12,24,1,2299,2,2
8,50,23,0,2300,1,2
7,39,24,4,2301,0,2
7,62,24,17,2302,0,2
7,13,2,0,2303,1,2
7,13,24,0,2304,1,2
7,4,30,10,2305,1,2
7,12,24,0,2306,1,2
7,1,23,0,2307,1,2
7,39,5,0,2308,0,2
7,11,22,3,2309,1,2
6,52,25,1,2310,1,2
7,1,98,2,2311,0,2
7,52,23,2,2312,0,2
7,12,24,0,2313,2,2
7,24,24,0,2314,1,2
7,4,50,6,2315,1,2
8,25,22,3,2316,1,2
8,1,110,1,2317,26,2
8,4,29,1,2318,1,2
7,31,25,6,2319,1,2
5,3,30,2,2320,0,2
7,24,1,0,2321,2,2
6,24,24,0,2322,1,2
7,25,2,0,2323,0,2
6,1,48,0,2324,1,2
6,1,70,4,2325,1,2
6,27,23,1,2326,0,2
6,51,24,0,2327,1,2
7,12,23,0,2328,1,2
6,13,1,0,2329,1,2
7,12,25,0,2330,2,2
9,26,22,3,2331,1,2
8,1,105,0,2332,1,2
6,51,24,0,2333,1,2
6,305,6,0,2334,0,2
6,40,5,0,2335,0,2
6,1,4,15,2336,0,2
7,50,23,0,2337,1,2
7,1,28,1,2338,2,2
7,11,22,11,2339,1,2
7,12,24,0,2340,2,2
8,13,24,1,2341,1,2
7,1,94,0,2342,26,2
7,1,25,0,2343,1,2
7,1,4,17,2344,0,2
7,12,24,0,2345,2,2
7,13,24,0,2346,1,2
6,12,24,0,2347,2,2
7,11,2,16,2348,0,2
8,11,22,3,2349,0,2
8,24,24,1,2350,1,2
7,1,96,0,2351,1,2
6,2,30,10,2352,2,2
6,2,15,1,2353,1,2
6,32,40,1,2354,1,2
6,15,30,1,2355,1,2
6,7,30,0,2356,0,2
7,3,12,0,2357,1,2
6,6,7,0,2358,1,2
7,127,30,2,2359,1,2
7,1,20,2,2360,26,2
7,1,22,1,2361,1,2
7,1,2,1,2362,0,2
7,1,5,1,2363,2,2
7,1,21,0,2364,1,2
7,12,24,0,2365,1,2
7,1,95,0,2366,1,2
6,1,22,0,2367,0,2
8,7,62,1,2368,2,2
6,4,28,10,2369,1,2
8,13,24,0,2370,2,2
8,1,24,3,2371,2,2
7,1,4,3,2372,2,2
6,1,67,0,2373,1,2
8,1,82,0,2374,0,2
6,48,24,1,2375,1,2
7,1,27,0,2376,1,2
7,12,24,1,2377,0,2
5,65,6,1,2378,0,2
5,2,46,9,2379,1,2
5,1,24,22,2380,0,2
7,1,100,3,2381,2,2
6,1,15,0,2382,1,2
8,4,15,2,2383,1,2
6,2,31,10,2384,2,2
6,16,2,0,2385,26,2
6,26,24,1,2386,0,2
8,25,20,2,2387,1,2
8,1,102,1,2388,1,2
6,35,5,23,2389,1,2
5,26,11,13,2390,1,2
5,26,8,13,2391,1,2
6,1,38,0,2392,1,2
6,24,24,1,2393,1,2
7,331,25,0,2394,1,2
7,12,24,0,2395,1,2
5,3,30,0,2396,1,2
4,1,30,24,2397,0,2
8,13,24,0,2398,0,2
7,1,16,0,2399,1,2
7,1,70,5,2400,1,2
6,4,25,0,2401,2,2
7,39,4,0,2402,0,2
7,1,27,0,2403,1,2
6,12,5,0,2404,1,2
7,4,28,1,2405,2,2
7,12,24,1,2406,0,2
7,12,24,0,2407,1,2
8,26,13,0,2408,1,2
8,50,24,8,2409,1,2
8,12,50,1,2410,2,2
7,50,2,0,2411,1,2
7,1,110,1,2412,1,2
8,1,61,1,2413,2,2
7,12,24,1,2414,1,2
8,12,24,1,2415,26,2
6,22,23,1,2416,0,2
8,1,92,0,2417,0,2
6,12,24,0,2418,1,2
6,1,4,15,2419,1,2
8,1,102,1,2420,0,2
7,13,24,1,2421,2,2
6,12,25,1,2422,2,2
7,5,25,10,2423,0,2
6,1,30,10,2424,2,2
6,1,94,0,2425,1,2
8,175,24,0,2426,1,2
6,6,3,1,2427,1,2
6,6,3,0,2428,1,2
7,12,24,0,2429,1,2
7,13,24,0,2430,1,2
8,24,24,1,2431,2,2
7,12,24,1,2432,1,2
7,27,24,1,2433,2,2
8,1,51,1,2434,1,2
8,24,23,1,2435,2,2
8,11,23,0,2436,2,2
7,1,58,3,2437,2,2
6,1,22,1,2438,0,2
6,3,12,0,2439,1,2
7,5,15,2,2440,0,2
6,1,73,0,2441,1,2
6,12,2,13,2442,1,2
6,1,23,1,2443,1,2
8,12,24,4,2444,0,2
8,26,24,0,2445,1,2
5,26,5,0,2446,1,2
8,1,23,0,2447,1,2
8,2,35,7,2448,1,2
7,9,16,1,2449,26,2
7,1,20,0,2450,26,2
7,12,24,1,2451,1,2
7,9,4,0,2452,1,2
6,29,25,0,2453,1,2
7,52,25,12,2454,2,2
7,1,106,5,2455,1,2
6,12,23,1,2456,1,2
7,1,100,1,2457,2,2
8,1,123,0,2458,0,2
7,1,98,0,2459,1,2
6,1,28,0,2460,1,2
7,3,8,0,2461,1,2
6,12,3,0,2462,1,2
7,1,49,5,2463,1,2
8,13,24,0,2464,1,2
7,13,23,1,2465,0,2
7,13,24,0,2466,0,2
6,12,24,2,2467,2,2
7,23,19,7,2468,5,2
5,21,25,0,2469,1,2
8,3,24,0,2470,1,2
6,1,21,11,2471,1,2
7,1,99,0,2472,1,2
7,1,111,3,2473,1,2
7,9,3,0,2474,26,2
7,3,29,10,2475,2,2
8,26,24,0,2476,1,2
7,1,52,1,2477,1,2
5,1,5,4,2478,0,2
8,12,24,0,2479,1,2
6,12,24,1,2480,2,2
7,44,23,1,2481,26,2
7,25,21,0,2482,1,2
7,12,23,0,2483,2,2
7,13,23,2,2484,0,2
6,1,35,10,2485,1,2
7,1,84,5,2486,1,2
7,12,24,0,2487,2,2
7,50,23,0,2488,0,2
5,1,27,20,2489,1,2
6,1,31,0,2490,1,2
5,11,11,0,2491,1,2
6,26,3,0,2492,4,2
8,12,23,3,2493,2,2
6,52,5,0,2494,0,2
6,2,27,19,2495,2,2
8,3,90,1,2496,1,2
9,1,162,0,2497,2,2
7,1,54,0,2498,1,2
7,1,54,0,2499,1,2
6,39,24,1,2500,0,2
7,1,80,0,2501,6,2
8,4,24,1,2502,0,2
7,1,100,4,2503,1,2
7,1,25,3,2504,1,2
6,39,25,2,2505,1,2
7,1,8,0,2506,2,2
7,3,29,10,2507,2,2
6,12,2,0,2508,26,2
8,1,106,4,2509,0,2
9,1,95,0,2510,1,2
7,2,23,0,2511,1,2
6,1,29,0,2512,26,2
6,12,3,0,2513,1,2
6,26,1,0,2514,1,2
7,12,24,1,2515,1,2
6,2,30,10,2516,2,2
8,12,23,3,2517,1,2
7,13,24,0,2518,2,2
7,1,37,0,2519,1,2
8,24,24,1,2520,1,2
7,12,24,0,2521,1,2
6,9,2,0,2522,2,2
6,1,35,0,2523,1,2
6,1,98,4,2524,2,2
6,1,31,10,2525,0,2
8,13,24,0,2526,1,2
5,24,23,2,2527,2,2
6,37,39,0,2528,0,2
8,13,24,0,2529,1,2
8,25,24,0,2530,1,2
8,26,24,3,2531,1,2
7,13,24,7,2532,2,2
7,1,15,0,2533,2,2
8,25,24,0,2534,1,2
7,1,96,1,2535,26,2
5,1,147,1,2536,1,2
6,26,11,8,2537,2,2
8,13,24,0,2538,1,2
8,22,22,7,2539,1,2
7,1,3,1,2540,1,2
6,1,23,0,2541,2,2
6,6,3,1,2542,1,2
7,1,25,0,2543,1,2
5,26,3,0,2544,1,2
7,12,5,0,2545,1,2
7,12,24,0,2546,0,2
7,12,24,0,2547,2,2
6,25,4,0,2548,0,2
7,1,25,0,2549,2,2
7,1,46,3,2550,1,2
5,1,70,4,2551,1,2
9,11,23,0,2552,2,2
8,26,24,0,2553,1,2
7,12,24,0,2554,1,2
6,1,1,2,2555,1,2
7,1,24,0,2556,1,2
6,50,23,1,2557,1,2
6,1,72,2,2558,4,2
4,1,49,22,2559,0,2
8,16,2,0,2560,1,2
6,2,24,0,2561,26,2
5,23,25,1,2562,1,2
5,1,31,3,2563,1,2
7,2,30,10,2564,2,2
7,12,25,0,2565,2,2
8,2,21,0,2566,1,2
5,50,30,1,2567,0,2
7,12,24,1,2568,1,2
7,2,29,0,2569,2,2
8,24,24,1,2570,2,2
7,1,90,1,2571,0,2
7,1,70,1,2572,2,2
7,2,26,0,2573,1,2
7,1,52,0,2574,1,2
6,1,50,0,2575,1,2
7,1,136,2,2576,0,2
7,151,25,0,2577,1,2
8,11,22,0,2578,1,2
6,1,13,1,2579,0,2
7,1,70,1,2580,0,2
6,1,100,0,2581,1,2
8,1,127,3,2582,2,2
5,26,10,0,2583,4,2
8,2,24,4,2584,0,2
7,51,24,17,2585,26,2
6,1,25,1,2586,2,2
6,51,25,0,2587,0,2
6,23,24,9,2588,1,2
7,52,24,2,2589,0,2
6,65,4,0,2590,1,2
7,1,3,3,2591,0,2
7,65,25,0,2592,4,2
6,26,25,0,2593,1,2
6,13,23,0,2594,1,2
5,1,24,2,2595,1,2
7,1,85,0,2596,1,2
7,12,24,0,2597,2,2
6,51,12,1,2598,0,2
8,25,20,2,2599,1,2
5,50,10,0,2600,5,2
6,1,30,0,2601,1,2
5,26,5,0,2602,1,2
5,2,5,2,2603,1,2
5,13,2,0,2604,6,2
7,1,93,0,2605,1,2
7,1,110,0,2606,1,2
7,1,88,0,2607,1,2
7,1,97,0,2608,1,2
7,1,93,0,2609,1,2
7,1,100,0,2610,1,2
8,12,23,0,2611,1,2
8,2,23,0,2612,2,2
6,30,5,0,2613,0,2
7,1,3,0,2614,1,2
7,12,23,0,2615,2,2
8,24,24,3,2616,2,2
8,11,23,3,2617,1,2
6,2,5,0,2618,26,2
7,7,3,0,2619,1,2
6,12,24,1,2620,2,2
6,1,85,3,2621,2,2
7,6,29,1,2622,1,2
7,3,28,0,2623,1,2
7,6,3,0,2624,1,2
7,1,75,3,2625,1,2
7,13,24,11,2626,1,2
5,20,5,13,2627,1,2
8,48,5,0,2628,6,2
7,3,24,3,2629,2,2
7,1,98,1,2630,0,2
6,1,25,0,2631,1,2
7,6,3,0,2632,1,2
8,1,51,1,2633,1,2
8,13,24,0,2634,2,2
8,12,23,0,2635,1,2
7,12,24,0,2636,2,2
6,51,24,0,2637,1,2
6,25,25,3,2638,1,2
6,1,25,0,2639,1,2
6,53,25,0,2640,1,2
6,1,67,3,2641,2,2
7,12,24,0,2642,1,2
6,2,25,11,2643,1,2
6,1,89,2,2644,4,2
7,30,25,0,2645,0,2
7,12,24,0,2646,2,2
7,2,29,0,2647,1,2
7,1,22,22,2648,2,2
6,2,30,10,2649,2,2
6,1,15,0,2650,26,2
7,3,27,0,2651,1,2
6,16,2,22,2652,1,2
8,13,24,0,2653,1,2
7,25,24,0,2654,2,2
5,52,25,7,2655,0,2
8,50,25,0,2656,1,2
7,9,6,0,2657,2,2
7,12,24,0,2658,1,2
6,1,56,1,2659,0,2
6,77,24,0,2660,1,2
6,36,8,0,2661,1,2
7,1,22,11,2662,1,2
7,12,24,0,2663,2,2
8,13,23,0,2664,0,2
7,3,23,1,2665,0,2
6,28,19,5,2666,0,2
6,26,2,0,2667,0,2
5,37,25,0,2668,1,2
5,25,25,0,2669,1,2
6,1,23,5,2670,1,2
6,1,23,1,2671,0,2
7,12,24,0,2672,2,2
6,1,90,0,2673,1,2
6,1,90,0,2674,1,2
6,4,30,2,2675,0,2
7,1,22,0,2676,1,2
6,12,25,3,2677,2,2
7,2,30,0,2678,1,2
7,1,51,1,2679,0,2
7,1,7,8,2680,1,2
6,1,34,3,2681,1,2
7,12,25,1,2682,2,2
7,26,24,4,2683,2,2
6,1,40,23,2684,1,2
7,25,25,1,2685,0,2
8,24,23,1,2686,2,2
6,1,44,13,2687,1,2
6,12,1,0,2688,1,2
6,1,45,0,2689,1,2
6,1,40,0,2690,1,2
7,3,30,10,2691,2,2
8,1,99,5,2692,2,2
6,1,8,13,2693,0,2
7,50,2,0,2694,1,2
5,22,25,0,2695,1,2
7,1,90,6,2696,1,2
7,12,24,0,2697,2,2
7,1,34,1,2698,1,2
7,4,18,0,2699,0,2
5,50,25,2,2700,1,2
8,2,27,0,2701,0,2
8,13,23,0,2702,1,2
6,1,67,5,2703,2,2
6,84,22,0,2704,26,2
7,1,30,0,2705,1,2
8,13,24,1,2706,1,2
7,1,110,0,2707,1,2
7,6,25,0,2708,1,2
7,12,24,0,2709,1,2
6,1,23,1,2710,1,2
8,1,90,1,2711,5,2
7,4,4,0,2712,0,2
7,26,23,1,2713,26,2
8,1,47,1,2714,1,2
9,24,24,4,2715,2,2
6,1,35,3,2716,1,2
8,1,64,25,2717,2,2
8,26,24,0,2718,0,2
7,11,23,2,2719,0,2
6,1,30,0,2720,1,2
7,12,23,1,2721,2,2
7,13,24,1,2722,1,2
7,3,26,1,2723,0,2
6,1,25,0,2724,0,2
7,4,14,0,2725,1,2
7,50,24,4,2726,26,2
7,1,93,3,2727,1,2
5,1,30,1,2728,0,2
7,6,3,22,2729,2,2
7,12,24,1,2730,1,2
7,12,24,0,2731,2,2
5,39,25,0,2732,1,2
8,1,23,0,2733,1,2
5,4,30,0,2734,1,2
6,2,22,10,2735,1,2
7,2,28,10,2736,2,2
8,13,24,16,2737,1,2
8,1,49,1,2738,1,2
8,2,29,0,2739,2,2
6,13,24,1,2740,1,2
5,1,26,0,2741,0,2
7,12,24,0,2742,1,2
7,2,32,1,2743,1,2
6,3,55,0,2744,1,2
5,1,16,0,2745,2,2
5,1,31,7,2746,1,2
8,8,24,0,2747,1,2
8,60,24,0,2748,1,2
7,1,16,0,2749,1,2
5,38,24,1,2750,0,2
6,1,39,0,2751,1,2
7,65,24,1,2752,0,2
7,1,97,1,2753,26,2
6,12,30,0,2754,1,2
8,2,24,0,2755,1,2
6,12,23,0,2756,1,2
6,1,30,10,2757,2,2
6,11,4,0,2758,2,2
8,1,110,0,2759,1,2
7,1,28,0,2760,2,2
6,6,2,15,2761,26,2
8,12,23,3,2762,1,2
5,5,12,16,2763,1,2
7,1,23,1,2764,1,2
7,10,24,3,2765,2,2
7,12,23,0,2766,1,2
6,2,30,10,2767,2,2
6,1,22,10,2768,2,2
8,1,47,1,2769,1,2
8,1,23,0,2770,0,2
7,12,23,0,2771,1,2
6,13,22,1,2772,0,2
5,1,35,22,2773,1,2
8,1,93,1,2774,26,2
7,12,25,0,2775,2,2
8,1,97,1,2776,0,2
7,4,5,0,2777,1,2
8,12,24,3,2778,0,2
8,1,116,2,2779,0,2
7,1,23,0,2780,1,2
7,12,24,0,2781,1,2
5,20,30,1,2782,0,2
6,1,24,4,2783,0,2
6,1,52,5,2784,5,2
8,1,96,0,2785,1,2
6,13,12,0,2786,1,2
7,13,24,0,2787,1,2
5,2,30,10,2788,2,2
5,1,43,2,2789,0,2
8,77,24,0,2790,1,2
7,1,10,0,2791,6,2
6,1,78,2,2792,1,2
7,86,24,0,2793,1,2
6,56,25,0,2794,1,2
6,2,29,2,2795,2,2
5,40,13,5,2796,1,2
7,1,5,15,2797,15,2
6,4,6,17,2798,0,2
6,46,25,20,2799,1,2
8,25,24,1,2800,1,2
7,12,24,0,2801,2,2
7,1,24,8,2802,2,2
8,12,23,0,2803,1,2
8,1,6,15,2804,15,2
7,12,23,0,2805,1,2
6,12,25,1,2806,1,2
7,12,23,16,2807,1,2
6,1,29,3,2808,0,2
8,25,24,0,2809,0,2
7,1,69,0,2810,1,2
8,1,109,0,2811,1,2
9,51,24,0,2812,1,2
6,25,24,1,2813,1,2
7,1,71,1,2814,0,2
7,25,25,1,2815,0,2
8,11,22,3,2816,0,2
8,39,25,9,2817,1,2
8,12,14,0,2818,1,2
6,73,24,1,2819,1,2
7,1,24,0,2820,0,2
7,4,28,0,2821,2,2
8,1,95,11,2822,1,2
8,25,24,0,2823,1,2
8,147,23,0,2824,1,2
7,1,27,4,2825,1,2
8,24,23,1,2826,1,2
7,1,2,3,2827,0,2
6,2,23,0,2828,2,2
7,12,25,0,2829,2,2
8,12,23,0,2830,1,2
8,2,23,7,2831,2,2
8,13,28,1,2832,2,2
5,2,45,1,2833,2,2
7,16,13,0,2834,2,2
7,12,24,0,2835,1,2
7,13,24,0,2836,2,2
7,1,108,0,2837,1,2
8,8,26,0,2838,1,2
8,1,150,0,2839,0,2
7,13,24,1,2840,0,2
8,11,23,1,2841,2,2
8,11,22,16,2842,1,2
7,11,22,1,2843,0,2
8,26,23,0,2844,1,2
7,6,3,0,2845,1,2
7,4,25,3,2846,2,2
6,2,15,11,2847,1,2
6,1,30,9,2848,2,2
