Score,Episodes,Duration_format,Genre_format,Name_format,Source_format,cluster
5,3,27,0,987,0,0
8,24,24,3,988,2,0
7,12,24,0,989,2,0
7,51,24,0,990,1,0
7,49,24,0,991,0,0
9,37,23,6,992,1,0
7,26,24,0,993,1,0
6,22,25,1,994,1,0
7,24,23,0,995,1,0
7,1,90,11,996,1,0
7,1,90,11,997,1,0
7,22,27,1,998,1,0
6,26,25,1,999,0,0
7,3,28,4,1000,26,0
7,26,23,0,1001,1,0
7,42,24,4,1002,1,0
7,104,24,3,1003,1,0
7,4,36,1,1004,1,0
7,12,25,3,1005,1,0
7,25,24,0,1006,26,0
7,4,40,2,1007,1,0
8,26,23,1,1008,2,0
8,50,25,0,1009,1,0
5,3,30,1,1010,26,0
6,12,24,15,1011,2,0
7,192,24,0,1012,26,0
7,191,23,0,1013,26,0
8,1,108,4,1014,1,0
8,43,22,5,1015,1,0
7,22,24,0,1016,1,0
7,12,24,0,1017,2,0
6,12,25,0,1018,2,0
8,25,25,0,1019,2,0
7,51,24,0,1020,1,0
6,51,24,4,1021,1,0
9,25,24,1,1022,0,0
7,26,24,1,1023,0,0
7,4,30,0,1024,1,0
7,13,23,0,1025,26,0
7,25,24,0,1026,2,0
6,2,1,5,1027,1,0
7,12,24,0,1028,2,0
6,2,50,1,1029,1,0
6,12,25,1,1030,1,0
7,2,27,0,1031,0,0
7,25,23,7,1032,0,0
7,11,23,3,1033,1,0
6,12,23,0,1034,1,0
7,11,21,0,1035,1,0
8,26,25,7,1036,0,0
5,4,29,0,1037,0,0
7,48,8,0,1038,1,0
6,4,27,4,1039,1,0
6,13,24,0,1040,1,0
7,22,23,3,1041,0,0
7,13,24,4,1042,0,0
7,25,24,1,1043,26,0
8,203,24,0,1044,1,0
8,52,24,0,1045,1,0
6,12,24,3,1046,1,0
7,20,25,0,1047,1,0
7,4,30,1,1048,0,0
6,1,11,0,1049,1,0
7,52,24,1,1050,1,0
6,4,21,0,1051,1,0
7,26,25,1,1052,2,0
7,1,24,0,1053,1,0
6,4,28,0,1054,1,0
6,1,46,1,1055,0,0
6,13,24,1,1056,1,0
7,26,25,1,1057,1,0
6,2,26,8,1058,2,0
6,3,30,10,1059,2,0
6,2,30,10,1060,2,0
7,41,23,2,1061,4,0
4,1,34,10,1062,0,0
7,51,24,2,1063,1,0
6,2,28,2,1064,0,0
7,6,25,1,1065,1,0
5,2,37,1,1066,1,0
7,2,24,0,1067,1,0
8,26,25,1,1068,0,0
7,26,24,1,1069,0,0
7,25,23,1,1070,0,0
7,1,26,0,1071,1,0
7,12,24,0,1072,0,0
4,3,30,1,1073,0,0
6,1,39,0,1074,1,0
7,24,15,1,1075,1,0
6,25,25,1,1076,1,0
6,39,25,4,1077,1,0
5,13,24,1,1078,1,0
7,52,20,0,1079,1,0
7,51,21,0,1080,1,0
7,1,70,0,1081,1,0
6,3,30,1,1082,2,0
6,48,26,0,1083,26,0
6,50,26,4,1084,1,0
7,47,27,1,1085,1,0
7,52,24,1,1086,1,0
7,13,25,1,1087,26,0
7,50,25,1,1088,1,0
6,4,30,1,1089,2,0
7,104,12,0,1090,1,0
7,26,25,0,1091,0,0
6,26,21,0,1092,1,0
7,1,93,0,1093,1,0
8,24,23,4,1094,1,0
7,26,24,1,1095,1,0
7,26,23,0,1096,0,0
7,6,24,1,1097,1,0
8,23,22,0,1098,1,0
8,24,24,2,1099,4,0
7,13,21,1,1100,1,0
6,12,24,1,1101,1,0
7,13,25,1,1102,1,0
7,51,24,0,1103,1,0
7,1,75,0,1104,26,0
7,56,21,0,1105,26,0
6,13,25,0,1106,1,0
6,13,24,1,1107,1,0
7,2,23,3,1108,1,0
8,2,24,0,1109,1,0
7,12,23,3,1110,1,0
7,26,24,0,1111,1,0
6,26,25,2,1112,0,0
5,6,7,0,1113,2,0
7,12,24,1,1114,26,0
7,12,24,2,1115,2,0
7,52,24,0,1116,1,0
7,4,32,1,1117,26,0
7,1,27,0,1118,1,0
6,1,27,1,1119,0,0
8,500,23,0,1120,1,0
7,14,24,1,1121,1,0
6,34,25,4,1122,1,0
7,12,24,0,1123,1,0
6,11,24,1,1124,1,0
5,4,14,0,1125,0,0
7,12,45,3,1126,2,0
7,172,21,0,1127,1,0
7,7,27,1,1128,0,0
7,8,15,0,1129,1,0
5,1,16,0,1130,26,0
6,4,11,0,1131,1,0
7,1,23,0,1132,1,0
7,1,56,1,1133,1,0
7,6,37,1,1134,2,0
6,1,45,1,1135,2,0
7,4,27,1,1136,1,0
6,12,21,0,1137,0,0
6,3,30,10,1138,2,0
6,12,25,1,1139,1,0
5,3,30,2,1140,1,0
7,1,95,1,1141,1,0
7,1,25,1,1142,0,0
6,12,24,1,1143,1,0
6,1,55,1,1144,2,0
6,2,29,10,1145,0,0
6,3,26,10,1146,2,0
6,2,29,10,1147,2,0
6,2,36,0,1148,1,0
7,3,26,10,1149,2,0
7,26,25,1,1150,0,0
6,1,80,1,1151,2,0
6,1,55,0,1152,2,0
7,1,81,0,1153,2,0
7,1,38,0,1154,1,0
7,1,47,0,1155,1,0
7,6,27,0,1156,2,0
7,2,23,0,1157,2,0
6,12,24,0,1158,2,0
7,26,24,0,1159,1,0
6,12,24,3,1160,1,0
6,2,29,1,1161,0,0
4,12,5,4,1162,0,0
8,3,24,0,1163,1,0
7,1,90,1,1164,2,0
6,78,24,0,1165,26,0
7,1,23,0,1166,1,0
8,26,23,1,1167,1,0
5,2,25,1,1168,26,0
6,3,30,10,1169,2,0
7,6,30,1,1170,2,0
7,26,24,1,1171,1,0
8,1,83,3,1172,1,0
7,1,86,3,1173,1,0
7,65,25,2,1174,4,0
8,26,25,1,1175,2,0
7,1,115,2,1176,2,0
8,6,11,0,1177,1,0
6,4,25,1,1178,1,0
5,1,100,1,1179,1,0
7,12,24,0,1180,2,0
7,12,24,0,1181,2,0
7,12,23,0,1182,2,0
8,26,25,3,1183,1,0
7,26,24,0,1184,1,0
7,26,25,3,1185,0,0
7,12,24,0,1186,1,0
7,39,23,0,1187,1,0
6,7,5,0,1188,2,0
7,2,77,4,1189,1,0
7,12,24,0,1190,0,0
7,14,24,1,1191,26,0
6,1,8,1,1192,0,0
5,26,20,2,1193,1,0
7,12,24,2,1194,26,0
6,11,23,0,1195,1,0
6,2,25,1,1196,1,0
6,12,23,3,1197,0,0
7,3,23,0,1198,1,0
7,37,25,4,1199,1,0
6,4,15,0,1200,0,0
7,26,25,3,1201,2,0
6,1,50,1,1202,1,0
6,26,3,0,1203,1,0
6,12,24,0,1204,0,0
6,12,24,0,1205,26,0
7,52,24,0,1206,0,0
8,24,24,0,1207,1,0
8,24,24,7,1208,2,0
7,1,6,2,1209,1,0
7,50,25,0,1210,0,0
7,25,25,0,1211,0,0
7,1,101,0,1212,1,0
7,3,30,10,1213,2,0
7,51,24,4,1214,0,0
6,26,24,4,1215,1,0
7,1,91,1,1216,1,0
8,15,24,3,1217,1,0
7,5,46,0,1218,1,0
8,39,25,0,1219,2,0
8,26,25,0,1220,0,0
7,3,30,4,1221,1,0
7,1,102,0,1222,1,0
8,1,95,0,1223,1,0
7,1,95,0,1224,1,0
7,1,95,0,1225,1,0
7,1,77,0,1226,1,0
6,1,4,16,1227,1,0
6,1,29,1,1228,0,0
6,1,44,1,1229,0,0
7,47,25,0,1230,0,0
7,1,70,0,1231,0,0
7,49,24,1,1232,0,0
6,1,30,1,1233,2,0
7,4,67,1,1234,0,0
6,1,30,2,1235,26,0
6,2,50,1,1236,1,0
6,1,51,0,1237,1,0
7,12,23,4,1238,2,0
8,1,90,2,1239,2,0
7,6,32,0,1240,0,0
8,50,24,3,1241,0,0
6,28,12,1,1242,0,0
7,3,16,2,1243,0,0
7,3,45,1,1244,1,0
6,10,2,0,1245,4,0
7,12,24,1,1246,1,0
6,2,55,1,1247,1,0
6,50,24,0,1248,5,0
8,1,107,0,1249,4,0
7,13,23,0,1250,0,0
6,3,25,1,1251,26,0
7,13,24,3,1252,1,0
4,2,50,2,1253,1,0
7,1,94,4,1254,0,0
7,1,97,4,1255,0,0
7,1,100,4,1256,0,0
8,51,25,3,1257,1,0
6,1,32,1,1258,1,0
7,1,15,1,1259,0,0
7,1,97,3,1260,1,0
8,74,25,4,1261,1,0
6,13,25,0,1262,0,0
7,1,10,0,1263,1,0
6,1,30,4,1264,26,0
7,1,79,0,1265,0,0
9,27,24,0,1266,0,0
8,26,23,1,1267,0,0
8,25,25,0,1268,1,0
6,2,30,10,1269,2,0
7,1,23,0,1270,1,0
7,20,8,0,1271,1,0
8,49,24,0,1272,1,0
7,1,89,0,1273,1,0
7,26,24,0,1274,1,0
6,1,16,0,1275,2,0
7,1,55,2,1276,1,0
6,4,30,0,1277,0,0
8,25,24,1,1278,0,0
8,52,24,0,1279,1,0
6,4,29,4,1280,0,0
7,26,24,3,1281,0,0
7,13,24,1,1282,26,0
7,13,24,0,1283,0,0
8,24,24,0,1284,1,0
7,43,24,0,1285,1,0
7,61,23,0,1286,1,0
6,47,23,17,1287,0,0
7,1,65,1,1288,1,0
7,52,24,0,1289,0,0
7,12,24,1,1290,0,0
6,2,28,0,1291,26,0
7,2,23,0,1292,1,0
6,5,29,1,1293,1,0
5,1,47,0,1294,1,0
5,1,42,0,1295,0,0
6,6,24,0,1296,1,0
6,1,86,1,1297,0,0
6,1,50,1,1298,0,0
6,1,1,1,1299,0,0
6,1,57,1,1300,0,0
6,3,50,1,1301,0,0
6,2,45,1,1302,0,0
6,4,30,1,1303,0,0
6,3,46,1,1304,0,0
6,4,30,0,1305,1,0
6,51,25,0,1306,1,0
8,148,24,6,1307,1,0
7,1,95,6,1308,2,0
6,4,30,0,1309,2,0
6,1,30,0,1310,26,0
6,2,30,1,1311,1,0
7,35,25,1,1312,0,0
7,6,30,1,1313,0,0
6,1,31,3,1314,1,0
6,3,53,4,1315,26,0
7,2,27,0,1316,1,0
7,1,95,0,1317,1,0
6,1,54,4,1318,1,0
6,1,59,2,1319,1,0
6,1,30,11,1320,1,0
6,2,30,0,1321,1,0
6,1,55,3,1322,1,0
8,26,24,0,1323,1,0
7,26,23,3,1324,2,0
7,26,24,4,1325,0,0
7,1,90,1,1326,1,0
7,51,24,0,1327,26,0
7,25,25,1,1328,26,0
7,1,48,1,1329,1,0
8,26,24,6,1330,1,0
7,38,24,1,1331,0,0
7,128,24,1,1332,1,0
7,13,30,1,1333,1,0
7,1,80,1,1334,0,0
7,50,24,1,1335,0,0
7,13,24,3,1336,0,0
7,25,24,0,1337,1,0
7,2,26,0,1338,2,0
7,1,26,0,1339,2,0
7,2,30,10,1340,2,0
6,2,30,10,1341,2,0
6,51,25,0,1342,26,0
8,3,33,1,1343,1,0
6,2,30,2,1344,2,0
6,4,30,3,1345,1,0
8,78,24,0,1346,4,0
7,26,24,0,1347,1,0
8,1,111,1,1348,1,0
6,52,24,1,1349,0,0
7,13,23,4,1350,0,0
8,24,24,1,1351,1,0
8,25,25,0,1352,1,0
7,13,23,1,1353,1,0
6,25,24,5,1354,1,0
6,3,25,0,1355,0,0
8,26,25,0,1356,0,0
7,12,13,0,1357,1,0
8,23,24,0,1358,2,0
6,6,24,0,1359,26,0
7,1,105,0,1360,1,0
7,1,84,1,1361,0,0
7,1,86,1,1362,1,0
6,2,27,1,1363,2,0
6,6,30,8,1364,0,0
6,1,70,1,1365,0,0
7,23,24,1,1366,0,0
7,1,105,1,1367,26,0
7,22,25,1,1368,1,0
7,26,25,6,1369,1,0
7,1,13,0,1370,1,0
6,1,30,0,1371,1,0
6,2,30,3,1372,2,0
6,3,30,1,1373,2,0
7,1,3,1,1374,0,0
8,61,25,3,1375,1,0
8,17,24,1,1376,1,0
7,26,24,4,1377,0,0
7,12,23,1,1378,1,0
5,1,40,3,1379,1,0
7,243,25,0,1380,1,0
7,52,25,3,1381,4,0
6,23,25,2,1382,1,0
7,47,25,0,1383,1,0
7,50,24,3,1384,0,0
8,1,98,4,1385,2,0
6,1,7,0,1386,1,0
8,3,30,3,1387,1,0
6,12,24,0,1388,1,0
6,12,23,4,1389,0,0
8,12,22,2,1390,0,0
7,1,11,0,1391,0,0
5,1,74,1,1392,0,0
8,13,24,0,1393,2,0
6,39,25,1,1394,1,0
7,92,25,1,1395,1,0
7,50,24,4,1396,0,0
7,38,25,1,1397,0,0
6,1,80,1,1398,1,0
7,51,24,0,1399,1,0
7,2,30,0,1400,26,0
7,1,94,2,1401,1,0
6,1,44,14,1402,0,0
7,3,95,1,1403,0,0
8,1,94,1,1404,0,0
7,1,7,15,1405,1,0
6,24,5,0,1406,0,0
6,1,30,0,1407,0,0
6,39,25,0,1408,0,0
7,49,24,1,1409,1,0
7,39,23,0,1410,1,0
6,26,25,0,1411,1,0
7,26,23,4,1412,0,0
7,1,1,0,1413,0,0
6,3,33,1,1414,1,0
6,6,30,1,1415,0,0
6,1,54,1,1416,1,0
7,4,90,1,1417,0,0
6,2,28,0,1418,2,0
6,13,25,3,1419,2,0
6,1,44,0,1420,0,0
8,1,72,0,1421,4,0
6,1,80,3,1422,1,0
6,1,6,1,1423,1,0
8,7,49,1,1424,1,0
6,3,28,1,1425,0,0
7,26,25,1,1426,0,0
6,1,45,0,1427,0,0
7,52,28,3,1428,2,0
7,1,45,5,1429,2,0
7,52,22,0,1430,1,0
7,26,25,4,1431,1,0
6,1,45,1,1432,1,0
5,2,30,10,1433,2,0
7,1,50,4,1434,1,0
7,1,57,4,1435,1,0
6,1,45,7,1436,1,0
7,51,24,1,1437,0,0
5,12,24,1,1438,26,0
5,25,8,7,1439,26,0
6,12,24,0,1440,1,0
7,24,24,2,1441,2,0
6,3,30,10,1442,2,0
6,26,25,1,1443,0,0
7,13,23,1,1444,1,0
7,100,24,0,1445,26,0
5,52,25,0,1446,0,0
7,1,30,0,1447,0,0
7,1,44,0,1448,1,0
8,79,25,1,1449,1,0
7,12,24,0,1450,1,0
7,11,23,1,1451,1,0
6,50,24,0,1452,1,0
7,1,78,0,1453,1,0
7,26,23,0,1454,2,0
7,2,30,10,1455,2,0
6,2,30,10,1456,1,0
6,2,30,0,1457,1,0
7,39,25,5,1458,1,0
8,1,103,1,1459,0,0
6,1,42,4,1460,1,0
7,2,30,4,1461,1,0
6,1,50,0,1462,1,0
6,1,73,1,1463,1,0
7,1,90,2,1464,1,0
7,1,91,2,1465,1,0
6,2,30,10,1466,1,0
7,6,30,8,1467,2,0
7,3,30,10,1468,2,0
6,2,30,10,1469,2,0
8,1,161,1,1470,1,0
8,1,160,1,1471,1,0
8,1,89,0,1472,1,0
8,31,24,1,1473,1,0
6,3,27,1,1474,3,0
7,6,13,0,1475,1,0
6,4,34,0,1476,2,0
6,1,26,18,1477,0,0
7,36,23,5,1478,1,0
6,1,42,3,1479,1,0
8,1787,11,0,1480,1,0
7,1,94,0,1481,1,0
6,2,28,0,1482,2,0
6,3,31,0,1483,2,0
4,6,15,1,1484,0,0
6,12,25,3,1485,2,0
5,1,30,1,1486,2,0
7,38,23,1,1487,1,0
7,52,24,0,1488,1,0
7,1,93,3,1489,1,0
7,1,80,3,1490,1,0
7,1,83,3,1491,1,0
7,12,24,0,1492,2,0
7,13,24,3,1493,3,0
7,8,26,0,1494,1,0
7,26,25,0,1495,1,0
6,42,25,0,1496,1,0
7,3,27,10,1497,2,0
6,1,28,10,1498,0,0
8,12,24,0,1499,1,0
7,26,24,1,1500,0,0
7,1,25,0,1501,1,0
6,6,25,4,1502,4,0
7,12,5,0,1503,1,0
6,12,25,2,1504,2,0
5,3,30,0,1505,0,0
6,4,22,0,1506,1,0
5,2,30,2,1507,2,0
7,45,24,3,1508,1,0
7,52,25,5,1509,1,0
8,53,25,3,1510,2,0
6,13,24,0,1511,1,0
7,43,24,3,1512,2,0
8,40,23,3,1513,1,0
8,22,23,3,1514,1,0
8,1,30,2,1515,1,0
6,12,24,0,1516,0,0
7,26,25,0,1517,2,0
8,25,24,1,1518,0,0
8,52,25,1,1519,0,0
7,1,24,0,1520,1,0
5,1,47,1,1521,1,0
8,1,50,1,1522,2,0
8,1,100,0,1523,1,0
7,13,25,3,1524,2,0
7,22,25,4,1525,0,0
7,54,24,1,1526,0,0
6,1,58,1,1527,1,0
6,1,56,1,1528,1,0
6,1,56,1,1529,1,0
7,13,25,0,1530,1,0
7,12,24,1,1531,2,0
7,26,24,4,1532,0,0
8,12,24,0,1533,1,0
6,1,79,0,1534,0,0
7,26,25,1,1535,1,0
7,130,10,17,1536,2,0
8,26,24,3,1537,2,0
7,26,23,1,1538,2,0
5,1,71,1,1539,2,0
8,1,102,3,1540,2,0
7,26,25,3,1541,2,0
7,1,30,0,1542,1,0
6,1,47,2,1543,1,0
7,1,91,0,1544,1,0
7,1,90,2,1545,1,0
7,1,96,0,1546,1,0
7,1,115,0,1547,1,0
6,6,25,0,1548,2,0
8,3,30,1,1549,1,0
6,39,25,0,1550,1,0
7,31,24,1,1551,26,0
7,25,23,1,1552,1,0
7,1,119,1,1553,0,0
7,2,57,1,1554,2,0
6,12,28,1,1555,2,0
6,1,67,1,1556,1,0
6,13,24,0,1557,1,0
7,22,23,6,1558,1,0
7,26,24,1,1559,1,0
7,97,24,5,1560,1,0
7,1,75,5,1561,1,0
7,33,7,0,1562,1,0
5,25,25,0,1563,26,0
7,1,131,1,1564,1,0
6,24,8,0,1565,1,0
7,1,27,0,1566,0,0
6,18,3,0,1567,0,0
5,2,28,0,1568,1,0
6,3,10,18,1569,0,0
7,1,56,1,1570,1,0
5,52,25,1,1571,1,0
7,74,25,0,1572,1,0
5,2,28,1,1573,1,0
5,26,25,2,1574,1,0
5,25,24,1,1575,1,0
5,26,20,0,1576,1,0
7,12,24,0,1577,1,0
7,1,110,1,1578,0,0
7,193,26,1,1579,1,0
7,65,25,0,1580,1,0
7,40,25,0,1581,0,0
7,1,107,2,1582,1,0
8,6,23,0,1583,1,0
8,1,90,3,1584,2,0
6,3,37,1,1585,1,0
7,1,85,2,1586,0,0
7,52,24,4,1587,0,0
8,1,100,1,1588,0,0
8,24,23,0,1589,1,0
5,1,75,1,1590,0,0
7,52,25,0,1591,1,0
7,1,5,0,1592,1,0
6,25,25,1,1593,1,0
7,26,24,1,1594,1,0
6,5,29,1,1595,1,0
6,1,56,0,1596,1,0
6,13,24,7,1597,0,0
6,2,27,1,1598,26,0
5,2,35,1,1599,1,0
7,51,25,1,1600,1,0
8,24,24,1,1601,2,0
6,52,22,2,1602,1,0
7,25,25,1,1603,0,0
7,46,24,4,1604,1,0
6,50,24,2,1605,0,0
7,39,26,0,1606,1,0
7,52,23,0,1607,1,0
7,52,25,0,1608,0,0
7,52,24,0,1609,1,0
7,44,24,4,1610,1,0
7,41,24,0,1611,0,0
7,43,24,1,1612,26,0
6,45,5,0,1613,5,0
6,50,5,0,1614,5,0
7,52,25,2,1615,4,0
7,52,25,2,1616,4,0
8,23,23,3,1617,2,0
7,51,24,3,1618,1,0
7,78,24,0,1619,1,0
6,2,42,0,1620,2,0
5,2,28,0,1621,2,0
6,1,20,2,1622,26,0
7,1,90,0,1623,26,0
8,1,141,5,1624,0,0
7,4,28,10,1625,1,0
5,2,30,10,1626,2,0
7,2,30,10,1627,2,0
6,1,30,10,1628,2,0
6,1,35,10,1629,2,0
7,2,30,10,1630,2,0
7,1,92,0,1631,1,0
8,1,101,2,1632,0,0
7,1,23,19,1633,2,0
7,34,24,0,1634,1,0
9,25,24,1,1635,0,0
7,66,25,0,1636,1,0
7,63,25,0,1637,1,0
7,40,24,3,1638,2,0
6,1,75,3,1639,2,0
7,47,24,6,1640,0,0
6,3,30,0,1641,2,0
9,47,24,1,1642,1,0
7,51,24,0,1643,1,0
8,12,24,3,1644,2,0
7,13,25,3,1645,2,0
7,24,24,3,1646,2,0
7,1,24,2,1647,26,0
5,12,23,0,1648,0,0
7,24,24,16,1649,1,0
7,50,23,0,1650,1,0
6,2,30,10,1651,2,0
7,51,22,15,1652,0,0
7,13,23,0,1653,1,0
6,3,30,8,1654,1,0
7,1,87,16,1655,26,0
8,1,32,0,1656,1,0
6,2,26,10,1657,0,0
7,2,32,2,1658,0,0
8,13,24,0,1659,1,0
7,13,26,4,1660,1,0
7,25,23,4,1661,1,0
8,13,24,2,1662,2,0
5,12,5,0,1663,2,0
7,1,104,1,1664,1,0
7,13,25,2,1665,26,0
5,1,86,5,1666,0,0
5,1,47,4,1667,1,0
7,13,24,1,1668,0,0
7,2,30,8,1669,2,0
5,1,45,2,1670,2,0
8,25,23,0,1671,1,0
7,26,24,0,1672,1,0
7,13,25,0,1673,1,0
8,2,112,7,1674,1,0
7,1,1,2,1675,1,0
7,1,48,2,1676,1,0
7,1,48,3,1677,1,0
7,23,24,0,1678,1,0
8,11,23,0,1679,1,0
8,26,23,9,1680,1,0
6,2,25,2,1681,1,0
7,1,51,2,1682,1,0
7,330,25,0,1683,1,0
6,1,30,15,1684,1,0
7,52,24,5,1685,1,0
6,2,37,11,1686,2,0
7,68,25,6,1687,1,0
6,1,59,1,1688,2,0
8,1,90,1,1689,2,0
7,47,24,0,1690,1,0
7,52,23,1,1691,1,0
5,2,30,0,1692,1,0
7,1,64,1,1693,1,0
6,2,30,10,1694,2,0
6,35,24,1,1695,1,0
7,50,25,0,1696,0,0
7,52,24,1,1697,1,0
6,2,30,8,1698,1,0
6,2,30,8,1699,0,0
7,23,23,0,1700,1,0
6,3,26,0,1701,1,0
5,52,10,0,1702,0,0
6,5,45,2,1703,1,0
7,103,10,0,1704,1,0
6,3,30,0,1705,1,0
6,1,2,1,1706,1,0
7,58,23,1,1707,1,0
7,3,30,0,1708,1,0
7,1,26,1,1709,0,0
7,2,26,11,1710,0,0
7,1,122,3,1711,2,0
8,2,24,0,1712,1,0
8,13,24,0,1713,1,0
8,12,24,0,1714,1,0
6,2,39,0,1715,1,0
7,53,23,1,1716,1,0
6,26,23,1,1717,1,0
6,51,23,1,1718,26,0
7,2,30,10,1719,2,0
6,2,30,10,1720,2,0
7,52,26,3,1721,1,0
6,52,25,0,1722,1,0
6,1,95,1,1723,2,0
6,1,44,3,1724,2,0
7,34,24,0,1725,1,0
7,49,25,0,1726,1,0
6,47,22,6,1727,1,0
6,1,42,1,1728,1,0
7,109,24,5,1729,1,0
7,1,43,0,1730,0,0
6,13,25,4,1731,1,0
6,1,47,1,1732,0,0
6,1,111,1,1733,1,0
6,3,47,1,1734,1,0
8,2,24,0,1735,1,0
6,12,23,1,1736,2,0
8,6,18,4,1737,0,0
7,2,30,10,1738,2,0
7,2,24,0,1739,1,0
6,26,22,2,1740,0,0
7,5,22,0,1741,1,0
7,1,75,2,1742,1,0
6,1,81,1,1743,2,0
7,52,23,0,1744,1,0
6,26,22,2,1745,1,0
7,30,25,3,1746,1,0
7,2,27,0,1747,1,0
6,2,43,0,1748,1,0
7,35,23,0,1749,1,0
6,1,47,1,1750,0,0
7,1,24,0,1751,0,0
7,1,95,1,1752,0,0
7,1,90,1,1753,0,0
7,13,24,0,1754,1,0
8,26,24,0,1755,1,0
8,13,25,0,1756,1,0
7,13,25,0,1757,2,0
7,12,25,0,1758,26,0
7,13,25,1,1759,1,0
6,2,23,0,1760,1,0
6,38,26,0,1761,0,0
7,2,48,6,1762,1,0
5,50,25,1,1763,0,0
7,12,25,4,1764,0,0
6,1,67,4,1765,0,0
7,1,93,1,1766,26,0
7,13,23,4,1767,0,0
7,39,21,4,1768,0,0
7,137,24,0,1769,1,0
7,46,24,0,1770,1,0
7,15,7,1,1771,0,0
5,23,23,0,1772,0,0
9,13,24,2,1773,1,0
7,10,24,0,1774,1,0
7,12,24,11,1775,2,0
7,40,25,4,1776,0,0
7,74,25,0,1777,1,0
7,52,23,0,1778,0,0
6,37,23,1,1779,0,0
7,4,29,3,1780,2,0
7,24,24,2,1781,2,0
6,1,58,1,1782,0,0
7,48,24,1,1783,0,0
7,1,21,3,1784,1,0
6,1,25,0,1785,2,0
6,5,30,0,1786,2,0
7,42,24,3,1787,1,0
7,6,45,1,1788,0,0
7,24,25,0,1789,0,0
7,2,23,1,1790,1,0
7,12,25,0,1791,2,0
7,13,23,1,1792,1,0
6,26,24,1,1793,0,0
5,1,51,17,1794,26,0
7,26,22,1,1795,0,0
7,26,23,1,1796,0,0
8,20,23,6,1797,1,0
8,24,26,1,1798,2,0
7,2,29,0,1799,1,0
6,3,30,10,1800,1,0
7,3,23,1,1801,1,0
6,3,30,2,1802,0,0
6,95,25,0,1803,1,0
6,2,30,1,1804,1,0
7,24,23,1,1805,0,0
7,50,24,0,1806,1,0
7,2,23,0,1807,1,0
7,12,24,2,1808,0,0
7,1,30,0,1809,1,0
6,2,30,10,1810,0,0
6,130,10,5,1811,1,0
7,127,25,4,1812,1,0
7,99,24,0,1813,1,0
7,49,24,1,1814,1,0
6,50,25,1,1815,1,0
7,1,97,1,1816,26,0
6,4,45,1,1817,1,0
7,4,29,0,1818,0,0
7,26,24,0,1819,1,0
7,13,24,3,1820,1,0
7,1,38,3,1821,1,0
7,12,24,0,1822,1,0
8,1,14,2,1823,2,0
7,12,25,0,1824,2,0
8,24,24,0,1825,1,0
7,1,27,0,1826,1,0
7,47,24,1,1827,0,0
6,1,106,3,1828,2,0
7,21,10,5,1829,26,0
7,13,20,2,1830,0,0
6,12,24,0,1831,2,0
7,48,24,1,1832,0,0
6,1,48,1,1833,1,0
5,1,45,1,1834,1,0
6,1,30,0,1835,1,0
5,2,30,11,1836,26,0
5,12,20,0,1837,1,0
6,2,46,1,1838,0,0
7,2,27,10,1839,2,0
6,3,24,10,1840,2,0
8,373,25,0,1841,1,0
6,61,24,0,1842,1,0
7,12,27,10,1843,1,0
7,52,24,4,1844,0,0
7,30,26,0,1845,1,0
6,4,24,10,1846,0,0
6,34,25,5,1847,1,0
8,25,24,1,1848,0,0
7,2,30,1,1849,1,0
5,1,90,0,1850,1,0
6,49,25,2,1851,26,0
7,26,24,0,1852,2,0
7,51,25,1,1853,1,0
6,1,30,10,1854,2,0
8,51,24,0,1855,1,0
7,3,29,0,1856,2,0
7,26,24,1,1857,2,0
5,1,27,1,1858,0,0
6,2,55,1,1859,1,0
8,1,90,1,1860,1,0
8,13,24,0,1861,1,0
5,2,26,1,1862,1,0
7,12,23,0,1863,2,0
7,13,23,7,1864,2,0
7,13,24,0,1865,2,0
7,12,25,0,1866,1,0
7,26,25,5,1867,1,0
6,1,59,1,1868,1,0
7,13,24,0,1869,2,0
5,25,24,0,1870,0,0
7,2,30,10,1871,1,0
6,52,24,1,1872,0,0
7,52,24,0,1873,1,0
7,3,28,11,1874,1,0
6,4,2,2,1875,1,0
7,5,30,0,1876,2,0
7,24,23,1,1877,1,0
7,12,24,0,1878,2,0
7,26,24,0,1879,1,0
7,24,24,1,1880,1,0
6,1,53,0,1881,1,0
5,1,36,1,1882,1,0
8,28,26,1,1883,2,0
7,12,24,1,1884,0,0
7,25,23,1,1885,0,0
7,50,24,0,1886,1,0
8,22,22,1,1887,1,0
6,2,30,7,1888,1,0
7,48,24,1,1889,0,0
8,12,24,4,1890,0,0
8,12,13,0,1891,1,0
5,3,30,10,1892,1,0
6,2,30,10,1893,2,0
7,11,25,7,1894,1,0
8,26,24,7,1895,0,0
8,25,24,0,1896,1,0
7,3,45,3,1897,1,0
6,6,30,0,1898,0,0
6,30,20,0,1899,26,0
7,1,93,0,1900,1,0
6,2,29,8,1901,2,0
7,1,65,2,1902,4,0
6,1,65,2,1903,1,0
6,1,19,0,1904,2,0
6,1,33,1,1905,1,0
7,39,24,2,1906,1,0
6,13,24,1,1907,1,0
7,5,29,10,1908,2,0
6,2,35,0,1909,1,0
8,1,61,1,1910,2,0
8,1,59,1,1911,2,0
8,1,112,1,1912,0,0
8,1,96,1,1913,0,0
5,1,24,1,1914,0,0
6,1,48,0,1915,1,0
6,2,30,7,1916,1,0
6,69,25,0,1917,1,0
