Score,Episodes,Rating,Duration_format,Rating_format,Genre_format,Producers_format,Studios_format,Name_format,Type_format,Source_format
8,358,PG-13 - Teens 13 or older,23,1,0,2,216,408,0,1
8,2,PG-13 - Teens 13 or older,25,1,0,4,127,409,2,1
7,26,PG-13 - Teens 13 or older,23,1,0,19,1,410,0,1
7,52,PG - Children,24,1,0,90,42,411,0,1
8,1,PG-13 - Teens 13 or older,109,1,4,0,191,412,1,1
8,1,G - All Ages,86,3,0,91,128,413,1,0
7,1,R+ - Mild Nudity,25,2,0,12,9,414,2,0
7,26,PG-13 - Teens 13 or older,23,1,2,5,15,415,0,0
7,6,PG-13 - Teens 13 or older,30,1,4,1,15,416,2,1
7,276,PG - Children,24,1,0,2,306,417,0,26
8,1,PG - Children,85,1,0,2,306,418,1,26
7,13,R - 17+ (violence & profanity),24,0,4,53,4,419,0,1
8,46,PG-13 - Teens 13 or older,24,1,11,22,321,420,0,1
8,38,PG-13 - Teens 13 or older,24,1,3,22,321,421,0,1
8,26,PG-13 - Teens 13 or older,22,1,0,2,32,422,0,2
8,26,PG-13 - Teens 13 or older,24,1,0,2,32,423,0,2
7,1,PG-13 - Teens 13 or older,66,1,0,17,1,424,1,2
5,2,R - 17+ (violence & profanity),28,0,1,92,5,425,2,26
7,26,PG-13 - Teens 13 or older,23,1,0,27,64,426,0,0
8,6,R+ - Mild Nudity,29,2,0,27,64,427,2,0
8,6,R+ - Mild Nudity,33,2,0,27,64,428,2,0
7,6,R+ - Mild Nudity,30,2,0,5,64,429,2,0
8,1,R - 17+ (violence & profanity),102,0,1,10,191,430,1,2
7,1,PG-13 - Teens 13 or older,103,1,1,47,31,431,1,1
6,13,PG-13 - Teens 13 or older,12,1,3,67,100,432,0,2
7,27,PG-13 - Teens 13 or older,24,1,0,7,321,433,0,1
8,54,PG - Children,24,1,0,3,321,434,0,1
7,13,R - 17+ (violence & profanity),23,0,0,10,1,435,0,1
7,24,R+ - Mild Nudity,15,2,0,8,306,436,0,0
6,12,R+ - Mild Nudity,15,2,0,8,306,437,0,0
6,3,PG-13 - Teens 13 or older,15,1,4,8,306,438,2,0
7,4,PG-13 - Teens 13 or older,15,1,0,8,306,439,2,0
8,26,PG-13 - Teens 13 or older,25,1,0,25,29,440,0,1
6,1,PG-13 - Teens 13 or older,15,1,4,93,0,441,2,0
7,1,PG-13 - Teens 13 or older,51,1,1,19,15,442,3,0
7,25,PG-13 - Teens 13 or older,24,1,4,9,191,443,0,26
6,3,PG-13 - Teens 13 or older,31,1,4,8,100,444,2,26
7,12,PG-13 - Teens 13 or older,23,1,0,10,191,445,0,1
7,2,R+ - Mild Nudity,30,2,0,1,1,446,2,0
7,1,PG-13 - Teens 13 or older,126,1,1,94,216,447,1,0
7,4,PG-13 - Teens 13 or older,33,1,0,0,191,448,2,1
8,26,PG-13 - Teens 13 or older,24,1,1,0,216,449,0,0
7,26,R - 17+ (violence & profanity),24,0,4,1,64,450,0,0
8,26,PG-13 - Teens 13 or older,23,1,0,5,179,451,0,2
6,6,PG-13 - Teens 13 or older,29,1,1,27,64,452,2,0
7,25,PG-13 - Teens 13 or older,25,1,0,2,43,453,0,0
6,6,PG-13 - Teens 13 or older,24,1,2,0,216,454,4,2
6,13,PG-13 - Teens 13 or older,24,1,0,12,200,455,0,1
6,13,PG-13 - Teens 13 or older,24,1,2,95,89,456,0,1
7,10,G - All Ages,4,3,0,96,3,457,0,1
6,2,R+ - Mild Nudity,33,2,0,0,91,458,2,0
8,48,R - 17+ (violence & profanity),8,0,0,0,228,459,0,1
8,24,PG-13 - Teens 13 or older,25,1,4,12,20,460,0,0
8,1,G - All Ages,111,3,3,72,128,461,1,1
7,11,R - 17+ (violence & profanity),23,0,2,18,321,462,0,1
8,6,PG-13 - Teens 13 or older,24,1,0,8,50,463,0,2
6,2,R+ - Mild Nudity,28,2,0,97,16,464,2,1
8,21,PG-13 - Teens 13 or older,23,1,1,22,321,465,0,1
7,12,PG-13 - Teens 13 or older,24,1,0,6,50,466,0,2
7,26,PG - Children,23,1,2,53,105,467,0,26
7,26,PG-13 - Teens 13 or older,23,1,4,2,216,468,0,0
7,1,PG-13 - Teens 13 or older,22,1,2,17,191,469,2,1
7,1,PG-13 - Teens 13 or older,6,1,0,10,191,470,3,1
7,13,PG-13 - Teens 13 or older,23,1,1,6,100,471,0,1
7,1,PG-13 - Teens 13 or older,32,1,0,19,1,472,2,1
7,7,PG-13 - Teens 13 or older,29,1,0,10,44,473,2,0
7,49,G - All Ages,24,3,0,98,321,474,0,0
7,26,G - All Ages,24,3,0,0,3,475,0,0
7,26,PG-13 - Teens 13 or older,23,1,0,2,3,476,0,0
7,13,PG-13 - Teens 13 or older,24,1,0,0,191,477,0,0
6,1,PG-13 - Teens 13 or older,85,1,4,17,15,478,1,2
7,2,R+ - Mild Nudity,30,2,4,53,91,479,2,1
6,12,R+ - Mild Nudity,24,2,0,0,17,480,0,2
7,13,PG-13 - Teens 13 or older,25,1,0,48,7,481,0,2
6,13,PG-13 - Teens 13 or older,24,1,11,29,1,482,0,0
7,5,PG-13 - Teens 13 or older,24,1,0,27,80,483,2,0
7,35,PG - Children,24,1,2,2,131,484,0,1
8,1,R+ - Mild Nudity,94,2,2,10,191,485,1,0
7,13,R - 17+ (violence & profanity),24,0,5,99,191,486,0,0
7,13,R - 17+ (violence & profanity),24,0,2,2,105,487,0,1
7,12,R+ - Mild Nudity,25,2,0,0,64,488,0,2
7,25,PG-13 - Teens 13 or older,24,1,0,2,2,489,0,1
6,12,R+ - Mild Nudity,14,2,0,32,5,490,0,1
8,26,PG-13 - Teens 13 or older,25,1,0,25,29,491,0,1
7,6,PG-13 - Teens 13 or older,28,1,0,0,18,492,2,0
7,13,PG-13 - Teens 13 or older,24,1,0,0,191,493,0,1
7,13,R - 17+ (violence & profanity),24,0,3,22,2,494,0,1
7,13,PG-13 - Teens 13 or older,25,1,0,0,191,495,0,0
7,13,PG-13 - Teens 13 or older,25,1,0,13,191,496,0,0
7,16,R+ - Mild Nudity,8,2,0,9,1,497,0,1
8,1,G - All Ages,77,3,6,18,3,498,3,1
7,12,R+ - Mild Nudity,23,2,0,46,9,499,0,1
7,3,PG-13 - Teens 13 or older,29,1,0,11,306,500,2,1
7,9,PG - Children,24,1,0,0,191,501,0,0
7,26,PG - Children,24,1,0,0,191,502,0,0
7,13,PG - Children,24,1,0,12,191,503,0,26
7,2,PG-13 - Teens 13 or older,24,1,0,8,80,504,3,2
8,26,R - 17+ (violence & profanity),23,0,9,5,191,505,0,1
7,1,G - All Ages,6,3,0,17,1,506,3,1
7,7,R+ - Mild Nudity,30,2,2,24,23,507,2,1
7,6,R - 17+ (violence & profanity),35,0,2,24,23,508,2,1
7,12,PG-13 - Teens 13 or older,24,1,0,12,29,509,0,1
6,13,R+ - Mild Nudity,25,2,0,28,45,510,0,1
6,3,PG-13 - Teens 13 or older,25,1,0,12,26,511,2,1
7,12,PG-13 - Teens 13 or older,24,1,3,100,89,512,0,2
7,26,PG-13 - Teens 13 or older,25,1,2,0,5,513,0,1
7,3,R - 17+ (violence & profanity),30,0,2,101,46,514,2,1
5,1,PG-13 - Teens 13 or older,24,1,0,29,27,515,2,2
7,12,PG-13 - Teens 13 or older,22,1,0,12,200,516,0,0
6,13,PG-13 - Teens 13 or older,24,1,4,61,306,517,0,2
7,52,PG-13 - Teens 13 or older,24,1,0,11,3,518,0,1
7,12,PG-13 - Teens 13 or older,23,1,3,0,74,519,0,0
7,1,PG-13 - Teens 13 or older,24,1,3,0,74,520,3,0
7,26,R - 17+ (violence & profanity),25,0,1,4,64,521,0,1
7,124,PG-13 - Teens 13 or older,25,1,0,102,191,522,0,1
6,12,R - 17+ (violence & profanity),24,0,0,46,64,523,0,0
7,24,PG-13 - Teens 13 or older,24,1,0,103,413,524,0,2
7,26,PG-13 - Teens 13 or older,23,1,0,2,64,525,0,0
5,1,PG-13 - Teens 13 or older,10,1,0,26,14,526,1,1
7,13,PG-13 - Teens 13 or older,24,1,0,104,100,527,0,2
6,4,PG-13 - Teens 13 or older,7,1,0,51,306,528,3,2
8,26,PG-13 - Teens 13 or older,24,1,4,105,406,529,0,2
7,9,PG-13 - Teens 13 or older,13,1,0,9,17,530,0,1
7,1,PG-13 - Teens 13 or older,91,1,3,67,321,531,1,2
6,3,PG-13 - Teens 13 or older,30,1,0,9,1,532,2,1
6,16,R+ - Mild Nudity,7,2,0,9,1,533,0,1
7,2,R+ - Mild Nudity,54,2,4,106,64,534,2,2
8,38,PG-13 - Teens 13 or older,16,1,0,107,74,535,0,0
8,1,G - All Ages,67,3,4,108,321,536,15,15
7,1,R+ - Mild Nudity,80,2,1,10,18,537,1,2
6,1,Rx - Hentai,30,2,3,109,1,538,2,1
7,102,PG-13 - Teens 13 or older,24,1,0,2,42,539,0,1
8,43,PG-13 - Teens 13 or older,24,1,11,22,321,540,0,1
7,1,Rx - Hentai,30,2,0,110,330,541,2,1
7,20,G - All Ages,25,3,0,111,64,542,0,3
6,2,R+ - Mild Nudity,30,2,0,112,16,543,2,2
7,2,R+ - Mild Nudity,30,2,3,67,28,544,2,1
7,12,G - All Ages,12,3,0,0,5,545,0,1
5,1,R+ - Mild Nudity,27,2,3,113,1,546,2,1
7,36,PG - Children,25,1,2,25,105,547,0,4
7,1,PG-13 - Teens 13 or older,2,1,1,29,0,548,1,0
8,1,PG-13 - Teens 13 or older,92,1,0,18,191,549,1,0
5,3,PG-13 - Teens 13 or older,14,1,0,26,14,550,3,0
6,1,PG-13 - Teens 13 or older,24,1,0,17,50,551,2,2
6,1,R - 17+ (violence & profanity),46,0,0,114,64,552,2,0
6,4,R+ - Mild Nudity,27,2,0,114,64,553,2,0
7,1,PG-13 - Teens 13 or older,23,1,4,115,47,554,2,0
7,13,PG-13 - Teens 13 or older,24,1,2,46,151,555,0,2
6,4,PG-13 - Teens 13 or older,30,1,0,0,3,556,2,0
7,12,PG-13 - Teens 13 or older,25,1,0,48,1,557,0,1
8,10,R - 17+ (violence & profanity),50,0,1,46,191,558,2,1
8,1,PG-13 - Teens 13 or older,94,1,0,84,105,559,1,1
7,25,PG-13 - Teens 13 or older,25,1,3,36,216,560,0,0
6,13,R - 17+ (violence & profanity),23,0,0,11,50,561,0,1
7,2,PG-13 - Teens 13 or older,48,1,0,16,44,562,2,1
6,13,PG-13 - Teens 13 or older,3,1,0,10,48,563,0,1
4,2,PG-13 - Teens 13 or older,30,1,0,48,1,564,2,1
7,6,PG-13 - Teens 13 or older,25,1,2,8,50,565,0,2
8,23,R - 17+ (violence & profanity),25,0,4,46,22,566,0,0
6,1,R+ - Mild Nudity,2,2,1,72,216,567,1,1
8,1,PG-13 - Teens 13 or older,1,1,0,10,15,568,1,1
8,39,PG-13 - Teens 13 or older,25,1,3,25,167,569,0,1
7,3,R+ - Mild Nudity,14,2,0,26,9,570,2,1
7,12,PG-13 - Teens 13 or older,23,1,3,12,1,571,0,0
6,13,PG - Children,24,1,0,1,5,572,0,1
7,13,PG-13 - Teens 13 or older,23,1,0,17,31,573,0,0
9,26,R - 17+ (violence & profanity),25,0,1,0,15,574,0,1
7,1,PG-13 - Teens 13 or older,35,1,1,10,15,575,1,1
7,3,R+ - Mild Nudity,28,2,0,10,7,576,2,1
6,24,PG-13 - Teens 13 or older,14,1,0,10,50,577,0,1
7,13,PG-13 - Teens 13 or older,26,1,4,0,20,578,0,0
8,291,PG-13 - Teens 13 or older,24,1,0,3,321,579,0,1
7,1,PG-13 - Teens 13 or older,30,1,0,7,220,580,1,1
7,1,PG-13 - Teens 13 or older,65,1,1,24,15,581,1,1
6,6,R+ - Mild Nudity,26,2,0,48,100,582,2,0
6,13,PG-13 - Teens 13 or older,25,1,0,12,33,583,0,1
6,12,R+ - Mild Nudity,24,2,0,102,17,584,2,1
6,1,R+ - Mild Nudity,49,2,11,84,371,585,2,1
9,110,R - 17+ (violence & profanity),26,0,4,102,38,586,2,2
8,1,G - All Ages,52,3,1,3,19,587,2,1
7,2,R+ - Mild Nudity,27,2,1,3,19,588,2,1
6,2,Rx - Hentai,29,2,10,116,367,589,2,0
7,2,Rx - Hentai,30,2,10,44,49,590,2,2
7,24,PG - Children,24,1,0,9,1,591,0,0
6,24,R+ - Mild Nudity,25,2,4,88,194,592,0,0
6,13,PG-13 - Teens 13 or older,23,1,0,117,4,593,0,0
7,1,PG-13 - Teens 13 or older,33,1,0,2,3,594,3,1
6,26,PG-13 - Teens 13 or older,23,1,0,19,413,595,0,2
6,13,R - 17+ (violence & profanity),24,0,3,85,50,596,0,1
7,12,PG-13 - Teens 13 or older,24,1,0,12,51,597,0,1
6,16,R+ - Mild Nudity,6,2,0,9,31,598,0,1
7,10,PG-13 - Teens 13 or older,30,1,0,43,19,599,2,1
7,51,PG-13 - Teens 13 or older,24,1,2,6,191,600,0,0
8,26,PG-13 - Teens 13 or older,24,1,0,20,127,601,0,1
6,1,R - 17+ (violence & profanity),23,0,4,22,8,602,2,1
8,14,PG-13 - Teens 13 or older,23,1,0,12,80,603,0,2
7,13,PG-13 - Teens 13 or older,26,1,0,46,200,604,0,2
8,26,PG-13 - Teens 13 or older,23,1,0,5,0,605,0,1
6,12,R - 17+ (violence & profanity),25,0,0,46,89,606,0,2
7,26,PG-13 - Teens 13 or older,25,1,3,12,191,607,0,1
8,26,R - 17+ (violence & profanity),23,0,1,12,306,608,0,2
8,25,R+ - Mild Nudity,24,2,0,11,321,609,0,1
7,48,PG - Children,23,1,0,3,321,610,0,0
7,12,PG-13 - Teens 13 or older,24,1,0,118,306,611,0,26
8,24,PG-13 - Teens 13 or older,24,1,0,11,15,612,0,1
7,12,PG-13 - Teens 13 or older,24,1,0,48,21,613,0,1
7,48,PG-13 - Teens 13 or older,24,1,4,20,216,614,0,0
7,1,PG-13 - Teens 13 or older,33,1,0,19,74,615,1,2
7,1,PG-13 - Teens 13 or older,1,1,0,17,1,616,1,2
7,1,PG-13 - Teens 13 or older,59,1,0,2,1,617,1,2
7,1,PG-13 - Teens 13 or older,1,1,0,0,1,618,1,2
7,2,R+ - Mild Nudity,27,2,0,17,15,619,2,1
7,40,PG-13 - Teens 13 or older,9,1,0,53,36,620,0,0
7,26,PG-13 - Teens 13 or older,24,1,2,2,151,621,0,0
8,51,PG - Children,25,1,0,3,321,622,0,0
8,1,R - 17+ (violence & profanity),104,0,0,119,36,623,1,1
7,29,PG-13 - Teens 13 or older,24,1,1,50,18,624,0,26
8,47,R+ - Mild Nudity,23,2,0,24,191,625,0,1
7,26,PG-13 - Teens 13 or older,23,1,1,2,216,626,0,0
7,26,PG-13 - Teens 13 or older,24,1,2,0,5,627,0,0
8,22,PG-13 - Teens 13 or older,24,1,0,11,64,628,0,1
7,1,PG-13 - Teens 13 or older,94,1,0,10,3,629,1,1
7,1,R - 17+ (violence & profanity),85,0,1,84,52,630,1,1
8,1,PG-13 - Teens 13 or older,71,1,2,72,5,631,2,0
6,12,PG-13 - Teens 13 or older,24,1,1,0,7,632,0,1
8,12,R - 17+ (violence & profanity),24,0,1,46,191,633,0,1
8,49,G - All Ages,25,3,4,1,216,634,0,0
8,1,PG-13 - Teens 13 or older,55,1,0,99,321,635,1,1
7,12,PG-13 - Teens 13 or older,24,1,0,22,5,636,0,1
7,3,PG-13 - Teens 13 or older,7,1,0,6,0,637,2,1
6,13,PG-13 - Teens 13 or older,23,1,4,0,20,638,0,0
6,13,PG-13 - Teens 13 or older,24,1,0,48,21,639,0,0
7,55,PG-13 - Teens 13 or older,24,1,5,3,3,640,0,1
8,26,R+ - Mild Nudity,24,2,0,9,29,641,0,1
7,26,PG-13 - Teens 13 or older,24,1,3,7,5,642,0,1
7,13,R - 17+ (violence & profanity),24,0,0,47,50,643,0,1
7,1,R+ - Mild Nudity,46,2,1,16,64,644,2,1
9,201,PG-13 - Teens 13 or older,24,1,0,6,216,645,0,1
7,13,PG-13 - Teens 13 or older,24,1,4,53,306,646,0,1
6,1,PG-13 - Teens 13 or older,27,1,0,27,80,647,3,0
7,2,PG-13 - Teens 13 or older,24,1,0,46,179,648,2,0
6,51,PG-13 - Teens 13 or older,24,1,4,120,33,649,0,1
7,52,PG-13 - Teens 13 or older,24,1,4,120,4,650,0,1
7,49,PG-13 - Teens 13 or older,24,1,1,0,216,651,0,2
7,39,PG-13 - Teens 13 or older,25,1,4,6,216,652,0,0
6,1,PG-13 - Teens 13 or older,11,1,0,48,9,653,2,1
8,26,R - 17+ (violence & profanity),24,0,7,20,5,654,0,2
7,24,R - 17+ (violence & profanity),24,0,1,35,4,655,0,1
7,1,PG-13 - Teens 13 or older,97,1,0,93,3,656,1,1
7,1,PG-13 - Teens 13 or older,66,1,1,0,44,657,2,1
7,4,PG-13 - Teens 13 or older,27,1,1,0,40,658,2,1
7,26,PG-13 - Teens 13 or older,23,1,0,19,11,659,0,2
7,12,R+ - Mild Nudity,24,2,0,12,53,660,0,0
7,13,PG-13 - Teens 13 or older,24,1,0,46,74,661,0,2
6,12,PG - Children,24,1,2,8,191,662,0,1
8,6,R+ - Mild Nudity,30,2,0,53,44,663,2,0
8,142,G - All Ages,24,3,0,3,13,664,0,1
6,12,G - All Ages,22,3,0,0,191,665,0,1
7,11,R - 17+ (violence & profanity),22,0,1,18,0,666,0,1
7,44,PG-13 - Teens 13 or older,24,1,4,57,321,667,0,0
8,39,PG-13 - Teens 13 or older,25,1,0,25,191,668,0,2
7,25,PG-13 - Teens 13 or older,24,1,1,0,20,669,0,0
7,26,PG-13 - Teens 13 or older,24,1,3,121,13,670,0,2
7,26,PG-13 - Teens 13 or older,20,1,3,121,13,671,0,2
7,35,PG-13 - Teens 13 or older,25,1,0,6,55,672,0,26
8,26,G - All Ages,24,3,2,2,74,673,0,1
6,8,R+ - Mild Nudity,13,2,0,26,14,674,0,0
8,50,PG - Children,21,1,0,22,28,675,0,1
8,109,R - 17+ (violence & profanity),25,0,1,3,321,676,0,1
8,26,PG-13 - Teens 13 or older,25,1,1,25,151,677,0,1
7,47,PG-13 - Teens 13 or older,23,1,1,2,249,678,0,1
7,50,G - All Ages,24,3,1,18,167,679,0,1
7,2,Rx - Hentai,30,2,7,109,54,680,2,2
7,24,PG-13 - Teens 13 or older,24,1,4,20,4,681,0,0
7,2,G - All Ages,29,3,4,6,330,682,2,1
7,2,R+ - Mild Nudity,32,2,4,68,330,683,2,1
8,13,R - 17+ (violence & profanity),25,0,1,0,40,684,2,1
7,1,PG-13 - Teens 13 or older,90,1,1,122,194,685,1,26
6,3,R+ - Mild Nudity,29,2,0,12,16,686,2,0
6,1,G - All Ages,5,3,0,12,16,687,2,0
6,12,PG-13 - Teens 13 or older,26,1,0,123,50,688,0,1
6,1,PG-13 - Teens 13 or older,51,1,12,124,123,689,3,1
7,13,PG-13 - Teens 13 or older,25,1,0,92,321,690,0,2
7,13,PG-13 - Teens 13 or older,25,1,0,27,64,691,0,0
8,13,PG-13 - Teens 13 or older,23,1,0,24,319,692,2,1
8,34,PG-13 - Teens 13 or older,24,1,0,22,321,693,0,1
7,26,PG-13 - Teens 13 or older,23,1,0,10,15,694,0,1
6,3,R - 17+ (violence & profanity),28,0,0,10,15,695,2,1
8,42,PG-13 - Teens 13 or older,25,1,1,73,321,696,0,1
7,1,PG-13 - Teens 13 or older,23,1,3,12,406,697,3,0
8,6,R+ - Mild Nudity,30,2,0,0,44,698,2,0
7,26,PG-13 - Teens 13 or older,22,1,2,2,5,699,0,26
7,1,PG-13 - Teens 13 or older,94,1,0,27,64,700,1,1
8,6,PG-13 - Teens 13 or older,30,1,0,8,5,701,2,1
8,2,PG-13 - Teens 13 or older,30,1,0,8,5,702,2,1
7,1,PG-13 - Teens 13 or older,31,1,0,3,5,703,1,1
6,2,R - 17+ (violence & profanity),8,0,0,0,228,704,3,1
7,24,R - 17+ (violence & profanity),25,0,7,11,15,705,0,0
7,2,G - All Ages,24,3,0,9,1,706,3,0
8,1,PG-13 - Teens 13 or older,30,1,0,17,80,707,3,1
7,2,R+ - Mild Nudity,30,2,4,10,191,708,2,1
7,24,PG-13 - Teens 13 or older,25,1,0,9,1,709,0,2
7,23,PG-13 - Teens 13 or older,24,1,0,9,1,710,0,2
7,13,PG-13 - Teens 13 or older,24,1,1,6,191,711,0,2
7,3,R - 17+ (violence & profanity),30,0,1,6,191,712,2,2
7,44,PG-13 - Teens 13 or older,24,1,3,2,29,713,0,1
8,4,PG-13 - Teens 13 or older,23,1,4,0,0,714,2,0
7,2,R - 17+ (violence & profanity),30,0,1,125,79,715,2,1
7,13,R+ - Mild Nudity,25,2,0,27,64,716,0,0
6,2,PG-13 - Teens 13 or older,29,1,5,0,3,717,2,1
7,1,G - All Ages,105,3,2,18,36,718,1,2
7,1,G - All Ages,118,3,3,72,128,719,1,1
7,1,PG - Children,119,1,13,34,128,720,1,0
5,1,PG - Children,33,1,2,122,36,721,1,0
7,1,G - All Ages,80,3,3,36,3,722,1,2
8,1,PG-13 - Teens 13 or older,87,1,1,0,191,723,1,0
6,2,Rx - Hentai,30,2,10,59,21,724,2,2
6,2,PG-13 - Teens 13 or older,30,1,3,126,306,725,2,2
7,47,PG-13 - Teens 13 or older,25,1,3,127,13,726,0,1
6,1,R+ - Mild Nudity,46,2,3,24,191,727,2,1
6,1,R+ - Mild Nudity,54,2,3,24,15,728,2,1
7,2,R - 17+ (violence & profanity),50,0,1,10,191,729,2,1
7,12,PG-13 - Teens 13 or older,24,1,0,20,50,730,0,1
6,13,PG-13 - Teens 13 or older,25,1,7,27,179,731,0,0
7,1,G - All Ages,63,3,2,128,55,732,1,4
8,76,PG-13 - Teens 13 or older,25,1,0,18,321,733,0,1
5,3,PG-13 - Teens 13 or older,26,1,1,51,413,734,2,1
6,1,PG - Children,19,1,0,7,15,735,2,1
6,16,R+ - Mild Nudity,3,2,0,9,50,736,0,1
7,24,R+ - Mild Nudity,8,2,0,27,44,737,0,1
7,7,R+ - Mild Nudity,30,2,0,0,40,738,2,1
8,101,PG-13 - Teens 13 or older,25,1,3,3,50,739,0,1
7,54,PG-13 - Teens 13 or older,25,1,4,73,216,740,0,1
7,40,PG-13 - Teens 13 or older,23,1,1,22,216,741,0,0
7,5,R+ - Mild Nudity,11,2,1,119,36,742,2,0
7,1,G - All Ages,10,3,0,11,191,743,1,1
7,4,R - 17+ (violence & profanity),34,0,1,27,64,744,2,0
7,5,PG-13 - Teens 13 or older,37,1,1,0,4,745,2,2
7,13,PG-13 - Teens 13 or older,25,1,1,5,191,746,2,1
7,24,R - 17+ (violence & profanity),24,0,0,12,1,747,0,0
6,13,PG-13 - Teens 13 or older,24,1,3,2,2,748,0,1
6,3,R - 17+ (violence & profanity),40,0,5,40,321,749,2,2
8,48,PG-13 - Teens 13 or older,25,1,0,43,3,750,0,1
8,36,PG-13 - Teens 13 or older,25,1,1,14,179,751,0,0
8,1,PG-13 - Teens 13 or older,115,1,1,14,179,752,1,0
7,1,PG-13 - Teens 13 or older,140,1,1,20,216,753,1,0
7,1,PG-13 - Teens 13 or older,135,1,1,20,216,754,1,0
8,1,PG-13 - Teens 13 or older,140,1,1,20,216,755,1,0
6,136,PG-13 - Teens 13 or older,23,1,0,22,28,756,0,1
8,1,PG-13 - Teens 13 or older,99,1,3,0,15,757,1,0
8,1,PG-13 - Teens 13 or older,108,1,4,0,15,758,1,0
6,13,R+ - Mild Nudity,26,2,3,51,29,759,0,2
6,3,PG-13 - Teens 13 or older,30,1,0,17,1,760,2,2
7,1,R+ - Mild Nudity,59,2,0,48,64,761,1,1
7,13,R+ - Mild Nudity,25,2,0,64,306,762,0,0
6,6,R+ - Mild Nudity,3,2,0,119,36,763,2,1
6,1,PG-13 - Teens 13 or older,28,1,0,119,36,764,1,0
6,1,R+ - Mild Nudity,82,2,1,87,191,765,1,2
7,26,PG-13 - Teens 13 or older,24,1,2,13,5,766,0,1
7,1,R - 17+ (violence & profanity),24,0,3,5,191,767,3,1
7,39,PG - Children,25,1,0,90,42,768,0,1
7,1,PG-13 - Teens 13 or older,78,1,0,129,4,769,2,0
6,3,Rx - Hentai,30,2,10,130,21,770,2,2
6,1,PG-13 - Teens 13 or older,37,1,11,24,1,771,2,1
7,1,G - All Ages,99,3,3,0,31,772,1,2
7,1,PG - Children,80,1,0,4,306,773,1,26
7,1,PG - Children,91,1,0,4,306,774,1,26
7,1,PG - Children,79,1,0,4,306,775,1,26
7,1,PG - Children,74,1,0,4,306,776,1,26
7,1,PG - Children,81,1,0,2,306,777,1,26
7,1,PG - Children,98,1,0,4,306,778,1,26
7,25,PG - Children,24,1,2,2,321,779,0,1
7,1,PG-13 - Teens 13 or older,25,1,4,0,216,780,3,2
7,13,PG-13 - Teens 13 or older,47,1,4,0,306,781,0,0
7,12,R+ - Mild Nudity,23,2,0,42,16,782,0,1
7,12,R+ - Mild Nudity,23,2,0,42,16,783,0,1
7,1,PG-13 - Teens 13 or older,24,1,0,42,16,784,3,1
7,1,R+ - Mild Nudity,100,2,1,131,56,785,1,0
7,50,PG - Children,23,1,0,3,321,786,0,0
7,26,PG-13 - Teens 13 or older,24,1,0,5,64,787,0,0
7,1,PG-13 - Teens 13 or older,1,1,1,132,80,788,2,0
7,32,PG - Children,23,1,2,22,321,789,0,0
7,52,PG - Children,24,1,0,2,151,790,0,26
7,1,PG-13 - Teens 13 or older,95,1,2,18,4,791,1,0
7,1,PG-13 - Teens 13 or older,136,1,2,17,26,792,1,1
8,12,PG-13 - Teens 13 or older,23,1,3,3,1,793,0,1
7,1,R+ - Mild Nudity,43,2,0,27,64,794,2,0
7,1,PG-13 - Teens 13 or older,30,1,0,5,64,795,2,0
6,4,R+ - Mild Nudity,47,2,7,23,191,796,2,2
6,3,R - 17+ (violence & profanity),45,0,1,17,31,797,2,1
7,4,PG-13 - Teens 13 or older,36,1,0,133,203,798,2,1
7,6,PG-13 - Teens 13 or older,30,1,0,1556,1,799,2,1
6,4,PG-13 - Teens 13 or older,27,1,1,29,4,800,0,0
6,25,PG-13 - Teens 13 or older,24,1,1,2,4,801,0,26
6,3,R+ - Mild Nudity,30,2,0,1,25,802,2,1
7,25,PG-13 - Teens 13 or older,24,1,0,17,1,803,0,1
6,2,R+ - Mild Nudity,30,2,0,17,1,804,2,1
7,48,PG-13 - Teens 13 or older,15,1,5,8,3,805,0,0
7,6,PG-13 - Teens 13 or older,30,1,4,129,100,806,2,26
6,12,R - 17+ (violence & profanity),24,0,1,22,57,807,0,1
7,10,PG-13 - Teens 13 or older,37,1,0,52,5,808,2,1
7,3,R - 17+ (violence & profanity),45,0,4,27,64,809,2,0
7,3,PG-13 - Teens 13 or older,29,1,0,17,1,810,2,2
7,3,PG-13 - Teens 13 or older,29,1,0,0,1,811,2,2
8,26,PG-13 - Teens 13 or older,23,1,0,134,1,812,0,2
6,13,PG-13 - Teens 13 or older,25,1,0,4,1,813,0,0
7,4,R - 17+ (violence & profanity),28,0,4,0,1,814,2,1
6,3,R+ - Mild Nudity,52,2,1,135,64,815,2,0
7,26,PG-13 - Teens 13 or older,25,1,4,19,191,816,0,0
7,25,R - 17+ (violence & profanity),24,0,0,17,3,817,0,1
7,4,R+ - Mild Nudity,30,2,0,0,330,818,2,1
7,6,PG-13 - Teens 13 or older,30,1,1,0,31,819,2,0
6,3,R+ - Mild Nudity,30,2,1,51,25,820,2,26
7,26,PG-13 - Teens 13 or older,22,1,0,70,32,821,0,2
6,6,PG-13 - Teens 13 or older,32,1,0,2,64,822,2,0
7,26,PG - Children,22,1,0,2,64,823,0,0
7,3,PG-13 - Teens 13 or older,23,1,0,0,191,824,2,1
7,26,PG-13 - Teens 13 or older,24,1,1,0,5,825,0,1
7,6,PG-13 - Teens 13 or older,27,1,0,0,74,826,2,2
6,13,PG - Children,24,1,0,97,29,827,0,2
