anime_id,name,genre,type,episodes,rating,mean_rating
29888,8441,8726,8768,1,3.84,3.0
29459,8460,8726,8768,1,3.93,3.5
13259,6952,8728,9813,1,5.72,4.424242424242424
20187,5635,8728,9813,1,6.36,4.293478260869565
8206,2662,8728,8780,51,7.18,5.224299065420561
10217,6483,8728,8780,12,6.03,4.557377049180328
8972,6678,8728,9868,1,5.91,4.111111111111111
13359,7703,8728,9840,1,4.74,2.5454545454545454
6368,4694,8728,9813,3,6.64,4.420814479638009
5584,5950,8728,9885,1,6.26,5.0
31068,3411,8728,8780,51,6.98,2.4
33394,7819,8728,8780,12,3.91,3.4444444444444446
3573,6646,8728,8780,40,5.93,2.0
20053,5928,8728,8780,12,6.27,4.928381962864721
33429,8728,8728,9840,1,3.68,3.0
3388,4258,8728,8780,72,6.75,4.093023255813954
4003,5907,8728,9885,4,6.27,4.083333333333333
518,4088,8728,8780,63,6.79,4.769230769230769
33190,1976,8728,9868,1,7.38,1.6666666666666667
3362,8448,8728,9868,1,5.83,3.0
10710,7431,8728,9868,1,5.25,3.759259259259259
27997,6311,8728,9885,2,6.11,3.5
3805,6446,8728,9885,2,6.05,4.937007874015748
5585,5679,8728,9885,1,6.35,5.25
2040,5058,8728,8780,47,6.54,1.9
6199,3559,8728,9813,1,6.93,4.330508474576271
21421,6768,8728,8780,26,5.85,4.795053003533569
17919,3992,8728,8780,12,6.81,5.246192893401015
12971,6379,8728,9868,1,6.08,3.3333333333333335
5476,4753,8728,8780,26,6.62,5.666666666666667
5895,2980,8728,9868,1,7.1,6.5
17651,5081,8728,8780,13,6.53,5.199367088607595
9911,6109,8728,9840,4,6.2,4.817484662576687
2272,4257,8728,9885,1,6.75,5.45
8231,6743,8728,9813,6,5.87,4.0817843866171
5953,4053,8728,8780,62,6.8,4.3
7248,6734,8736,9813,3,5.88,3.6106194690265485
7862,6994,8736,9813,2,5.69,4.166666666666667
2267,5164,8736,9885,1,6.51,5.2745098039215685
2181,7427,8736,9885,1,5.26,3.6041666666666665
1991,6421,8736,8780,12,6.06,4.372262773722627
23943,4655,8736,9813,1,6.65,5.117647058823529
20667,6754,8736,9813,1,5.86,3.9375
9445,6221,8736,9885,3,6.15,1.3333333333333333
24049,8212,8736,9840,1,4.12,1.0
5303,8736,8736,9868,1,5.33,2.25
1299,2145,8736,9840,13,7.33,6.211340206185567
32950,7078,8736,9813,1,5.62,4.75
9361,6913,8736,8768,1,5.76,4.361111111111111
5396,5476,8736,9885,2,6.42,3.6666666666666665
13449,8568,8736,9885,5,6.94,2.5
5891,3377,8736,8780,45,6.99,5.096774193548387
29477,8510,8736,9813,1,3.26,4.0
8348,3023,8736,8768,7,7.09,4.951181102362205
5344,5625,8736,8780,20,6.37,3.5714285714285716
30010,8013,8736,9885,1,4.22,5.0
3724,5589,8740,8780,26,6.38,3.625
22735,6403,8740,8780,51,6.07,4.517241379310345
30039,3409,8740,8780,50,6.98,4.88
31102,7302,8740,9840,1,5.4,2.0
21835,3879,8740,8780,52,6.84,5.3
24675,5572,8740,9813,1,6.38,1.3333333333333333
9822,8740,8740,8780,26,6.33,3.8333333333333335
19067,2695,8740,8780,64,7.17,4.666666666666667
7662,1651,8746,8780,13,7.47,5.985516787360106
6864,209,8746,9885,2,8.32,6.403172504957039
14853,3889,8746,9868,1,6.84,5.823943661971831
1281,1008,8746,8780,19,7.71,6.252167060677699
1048,5207,8746,8780,13,6.5,4.978640776699029
3930,7722,8746,9868,1,4.69,3.0
22055,6042,8746,9813,2,6.23,3.1538461538461537
11869,7793,8746,9840,1,4.26,3.4166666666666665
32191,6904,8746,9840,1,5.77,4.25
22537,5074,8746,8780,13,6.54,5.230171073094867
6832,7556,8746,9868,1,5.09,2.7333333333333334
6184,6901,8746,9885,1,5.77,3.6363636363636362
7171,5395,8746,9868,1,6.44,5.05
30825,3038,8746,9813,1,7.08,5.588888888888889
4896,2130,8746,8780,26,7.34,6.173134971970677
1013,2041,8746,8780,24,7.36,6.138713745271122
2994,759,8746,9813,2,7.84,5.926183127572016
32789,7262,8746,8768,1,5.44,3.0
30947,7342,8746,8780,13,5.36,4.185185185185185
9260,125,8746,9868,1,8.45,6.700924974306269
326,1876,8746,8780,4,7.41,5.9434756464221286
31994,6002,8746,8780,13,6.25,5.054054054054054
32682,5055,8746,8780,13,6.54,5.313008130081301
1973,6684,8746,9885,1,5.91,5.644444444444445
10083,619,8746,9813,2,7.93,6.217672413793103
30524,5054,8746,8780,13,6.54,5.420537897310513
4879,2159,8746,8780,13,7.33,6.124633431085044
1889,139,8746,8780,24,8.41,7.08377877168103
1535,39,8746,8780,37,8.71,7.556176919166243
8068,1941,8746,9813,1,7.39,4.6247191011235955
2781,6194,8746,8780,13,6.17,4.461538461538462
19533,8017,8746,9885,1,5.35,2.0
31043,48,8746,8780,12,8.65,7.4827886710239655
11531,970,8746,9868,1,7.74,6.090573012939002
3614,2645,8746,8780,13,7.19,5.96358543417367
9951,5945,8746,9868,1,6.26,2.909090909090909
9509,7355,8746,8768,1,5.35,4.111111111111111
3710,3308,8746,8780,11,7.01,5.519230769230769
6980,1939,8746,8780,23,7.39,6.216748768472907
24677,8041,8746,9813,1,5.13,1.0
29837,8746,8746,9813,1,5.97,9.0
405,3298,8746,9868,1,7.01,5.529756097560975
8745,5274,8746,9885,1,6.48,4.5
16602,7834,8746,9840,1,3.74,2.95
24127,5972,8746,9840,1,6.25,4.655172413793103
10798,1450,8746,8780,11,7.53,6.073770491803279
1192,3275,8746,9868,1,7.02,5.862121212121212
6680,6013,8746,9868,1,6.24,3.5833333333333335
1587,3288,8746,8780,25,7.02,5.218978102189781
6831,7658,8746,9868,1,4.89,2.0
6736,4212,8746,9813,1,6.76,5.386792452830188
2366,8676,8746,8780,25,6.4,1.6666666666666667
7170,5577,8746,9868,1,6.38,5.25
33103,7218,8746,9813,2,5.49,4.0
32790,7461,8746,8768,1,5.31,3.0
15891,7207,8746,9813,3,5.5,3.3529411764705883
30921,8193,8746,9868,1,6.28,7.333333333333333
32852,8618,8746,8768,1,3.28,3.0
23639,8217,8746,9868,1,4.85,3.3333333333333335
17245,6950,8746,8768,1,5.72,2.75
28381,5785,8746,9840,8,6.32,0.6666666666666666
1765,7699,8746,9885,1,4.76,3.7567567567567566
32758,8678,8746,8768,1,3.82,3.0
11447,6984,8746,9868,1,5.7,5.428571428571429
1594,423,8746,8780,26,8.08,6.513215859030837
3713,814,8746,8780,26,7.81,6.086783042394015
8685,8523,8746,8780,52,5.59,3.0
30324,7067,8746,9840,1,5.63,4.25
934,323,8746,8780,26,8.17,7.041624680257344
19383,2586,8746,8780,13,7.21,5.8282630029440625
30217,8394,8746,9813,1,5.38,4.0
2356,4508,8746,9885,1,6.68,5.4479768786127165
1148,6435,8746,9885,4,6.06,4.842105263157895
24139,7134,8746,8768,1,5.57,4.3
7724,527,8746,8780,22,7.99,6.767178362573099
228,850,8746,8780,26,7.79,6.4054629301170625
1340,7246,8746,9885,1,5.46,4.126984126984127
24109,6325,8746,8768,1,6.11,4.0
17092,4672,8747,8780,13,6.64,5.8
32943,8130,8747,9813,1,5.52,2.5
5273,1681,8747,8780,49,7.46,6.448275862068965
3874,4409,8747,8780,52,6.71,5.333333333333333
6842,7570,8747,9868,1,5.07,1.125
9916,4579,8747,8780,46,6.67,0.3333333333333333
13947,7902,8747,9813,1,6.05,3.0
5826,7281,8747,9868,1,5.42,3.473684210526316
15993,6138,8747,9813,1,6.19,4.166666666666667
2316,3534,8747,8780,52,6.93,2.9545454545454546
10346,3466,8747,8780,6,6.96,3.0
15875,8560,8747,8780,52,6.77,1.5
32886,7115,8747,9813,5,5.58,1.7272727272727273
11483,4062,8747,9813,1,6.8,5.8120805369127515
31559,3206,8747,8780,12,7.04,5.574925816023739
9748,5546,8747,9885,1,6.39,1.6666666666666667
11689,7839,8747,9840,1,3.68,3.225806451612903
