anime_id,name,genre,type,episodes,rating,mean_rating
16123,1568,9808,8780,13,7.49,5.854132901134522
30829,1560,9808,9885,1,7.5,3.492063492063492
14131,1113,9808,8780,12,7.66,6.420818787686449
1316,4122,9808,8780,52,6.78,4.8604651162790695
29974,6265,9808,8780,12,6.13,4.269284712482468
9967,7170,9808,9813,4,5.54,4.0
257,4756,9808,8780,13,6.62,5.176655389076848
23137,4719,9808,9813,4,6.63,4.628571428571429
24765,1009,9808,8780,12,7.71,6.408365261813538
15061,1054,9808,8780,178,7.69,6.278688524590164
16233,5739,9829,9813,1,6.34,3.896551724137931
8584,5666,9829,9868,1,6.35,5.0
1041,9049,9829,9885,1,6.69,4.813559322033898
747,8901,9829,9885,2,6.99,5.2045929018789145
14247,5674,9829,9885,1,6.35,5.65
12867,5687,9829,9868,1,6.35,5.135135135135135
547,5692,9829,9885,3,6.35,4.321428571428571
10901,5696,9829,9813,1,6.34,2.6666666666666665
10688,6147,9829,9868,1,6.19,3.608695652173913
30939,8570,9829,9885,1,6.18,9.0
292,3365,9829,8780,26,6.99,5.581521739130435
20469,4861,9829,9868,1,6.59,5.0
18045,3234,9829,9813,1,7.03,5.41120218579235
12035,3227,9829,9868,1,7.03,5.962962962962963
6165,3219,9829,8780,13,7.04,5.799311926605505
734,8918,9829,9885,1,6.94,4.936936936936937
5155,3183,9829,8780,11,7.04,5.956043956043956
29301,5783,9829,9885,1,6.32,4.605263157894737
32153,3381,9829,9868,1,6.99,4.0
9546,8569,9829,9868,1,7.19,5.333333333333333
19023,3218,9829,8780,12,7.04,5.555555555555555
7169,5778,9829,9868,1,6.32,6.0588235294117645
1071,5719,9829,9885,1,6.34,4.397435897435898
11693,6088,9829,9868,1,6.21,4.25
2999,3187,9829,9885,1,7.04,5.769230769230769
4213,5727,9829,9885,1,6.34,4.688524590163935
7117,4872,9829,9868,1,6.59,5.230769230769231
30045,8562,9829,9868,1,4.39,3.6666666666666665
17295,5769,9829,9840,4,6.32,2.1818181818181817
3120,5744,9829,9868,1,6.33,5.446808510638298
33326,5742,9829,8768,1,6.33,1.5
25079,8680,9829,9813,2,6.73,4.5
5902,8879,9829,9885,2,7.06,5.2237687366167025
3462,3349,9829,9885,1,7.0,4.714285714285714
29812,8766,9829,9868,1,5.27,4.5
9547,3335,9829,9868,1,7.0,3.967741935483871
32309,5923,9829,8780,4,6.27,5.1678321678321675
28055,8763,9829,9868,1,4.79,3.8
2493,3330,9829,9868,1,7.01,4.657894736842105
2210,4780,9829,9840,1,6.62,5.1568627450980395
7510,5993,9829,9868,1,6.25,4.461538461538462
4484,5927,9829,9885,3,6.27,3.2857142857142856
15815,8745,9829,9813,1,6.92,3.0
4461,5979,9829,9868,1,6.25,4.8088235294117645
32728,4772,9829,9840,1,6.62,6.0
33902,5954,9829,9813,3,6.26,3.5869565217391304
9693,3321,9829,8780,10,7.01,5.919463087248322
23741,8714,9829,9813,2,6.36,4.0
20225,8703,9829,9813,1,6.55,3.0
30763,8769,9829,9885,1,6.42,3.3333333333333335
2238,8787,9829,9885,3,7.74,5.839137645107795
10481,5918,9829,9885,1,6.27,5.555555555555555
1324,5909,9829,9885,4,6.27,4.893280632411067
9164,5800,9829,9868,1,6.31,1.6
10354,6063,9829,9840,1,6.22,3.7142857142857144
346,5845,9829,8780,13,6.3,4.6082004555808656
13675,5866,9829,9813,1,6.29,4.616822429906542
2230,3272,9829,8780,50,7.02,4.492957746478873
2372,8835,9829,9885,6,7.22,4.8292011019283745
20235,8625,9829,9813,1,6.64,4.0
33129,4723,9829,9813,2,6.62,4.754716981132075
3220,8819,9829,9868,1,7.28,6.395833333333333
514,3343,9829,9885,3,7.0,5.870220162224797
838,5886,9829,8780,13,6.28,5.171428571428572
756,6029,9829,9840,1,6.24,4.264925373134329
2981,5904,9829,9868,1,6.27,5.442231075697211
26311,8635,9829,9885,1,5.62,3.6666666666666665
1042,9053,9829,9885,1,6.67,4.836633663366337
6246,3338,9829,9885,1,7.0,4.654545454545454
2179,6033,9829,9885,2,6.24,4.0
10743,7394,9829,9868,1,5.29,4.428571428571429
2714,5622,9829,9885,2,6.37,4.666666666666667
2609,5642,9829,8780,14,6.36,4.608695652173913
2610,9524,9829,9885,4,5.94,4.315789473684211
1791,9522,9829,9885,4,5.94,3.6363636363636362
15607,5287,9829,9813,2,6.47,0.8333333333333334
3424,2940,9829,8780,52,7.11,5.4
5191,9490,9829,9885,2,5.99,4.607142857142857
5900,5319,9829,9813,1,6.46,3.4
9014,5322,9829,9885,2,6.46,5.3288508557457215
7014,2946,9829,9868,1,7.11,5.9541984732824424
9990,5324,9829,9868,1,6.46,5.0
20969,2947,9829,9868,1,7.11,5.95
736,9468,9829,9885,1,6.01,4.264566929133858
5917,5104,9829,9868,1,6.53,5.125
9163,5348,9829,9868,1,6.45,2.142857142857143
3147,5095,9829,9868,1,6.53,4.578947368421052
1406,9419,9829,9885,2,6.1,3.6241610738255035
1083,5087,9829,8780,13,6.53,6.2631578947368425
17012,9408,9829,9885,2,6.11,3.311111111111111
661,5357,9829,9885,4,6.45,4.253333333333333
362,5366,9829,9885,3,6.45,4.672727272727273
4756,5118,9829,9885,1,6.52,5.787878787878788
2810,2916,9829,8780,39,7.11,5.467889908256881
7571,5123,9829,9813,1,6.52,5.580645161290323
6397,5280,9829,8780,104,6.48,2.3333333333333335
730,9829,9829,9885,2,5.23,3.6452991452991452
4475,5208,9829,9868,1,6.5,4.785714285714286
4697,9770,9829,9885,1,5.46,3.2058823529411766
19973,5175,9829,9813,2,6.5,4.421052631578948
3396,9700,9829,9885,3,5.61,3.5517241379310347
23583,5215,9829,9813,2,6.49,2.625
9166,5217,9829,9868,1,6.49,2.0
2621,5162,9829,9868,1,6.51,5.67741935483871
17020,5220,9829,9813,1,6.49,4.4
3807,3000,9829,8780,20,7.09,4.9523809523809526
2218,9650,9829,9885,1,5.72,3.740875912408759
3976,9638,9829,9885,2,5.74,3.4237288135593222
1624,5143,9829,9813,1,6.52,4.804123711340206
10013,5245,9829,9868,1,6.49,4.590909090909091
27405,5250,9829,9885,1,6.49,1.3333333333333333
2208,9579,9829,9885,2,5.85,3.4074074074074074
16690,5130,9829,9840,1,6.52,4.866666666666666
3558,9566,9829,9885,4,5.87,3.793103448275862
5834,2897,9829,8780,182,7.12,4.333333333333333
6182,2899,9829,9885,1,7.12,5.4
8450,5227,9829,9868,1,6.49,2.6
9254,5648,9829,9868,1,6.36,6.333333333333333
363,5367,9829,9885,4,6.45,4.6419753086419755
3819,5464,9829,8780,26,6.42,4.2
13175,5587,9829,9868,1,6.38,4.9421487603305785
9165,5601,9829,9868,1,6.37,2.0
9935,5603,9829,9885,13,6.37,3.4615384615384617
8533,5610,9829,9840,1,6.37,3.4
835,5621,9829,8780,13,6.37,4.649746192893401
30059,8540,9829,9868,1,4.75,6.0
1637,3109,9829,9885,1,7.06,5.40625
2148,9104,9829,9885,4,6.58,4.841138114997036
2103,5626,9829,9885,1,6.37,5.021739130434782
5603,9100,9829,9885,2,6.59,4.612903225806452
10014,3125,9829,8780,13,7.06,6.333333333333333
7377,4959,9829,9813,1,6.57,5.147321428571429
25833,5629,9829,9813,1,6.37,1.75
1039,4944,9829,9885,2,6.57,4.695238095238095
30907,4936,9829,8768,1,6.57,3.2
2595,3139,9829,8780,13,7.05,5.449785407725322
143,3148,9829,8780,12,7.05,5.531776208582293
3318,3149,9829,9885,4,7.05,5.761764705882353
2881,4934,9829,9885,3,6.57,6.181818181818182
733,9178,9829,9885,2,6.46,4.321621621621621
30262,9180,9829,9813,4,6.46,3.185185185185185
25883,5555,9829,9813,1,6.39,5.162790697674419
21041,5008,9829,8768,1,6.55,5.235294117647059
2139,9330,9829,9885,2,6.24,3.0
21119,5467,9829,9813,12,6.42,3.6666666666666665
689,3025,9829,9813,1,7.09,5.55241935483871
311,3027,9829,8780,26,7.08,4.962962962962963
3829,3028,9829,9868,1,7.08,5.791666666666667
3507,5468,9829,8768,1,6.42,4.949579831932773
2071,5050,9829,9868,1,6.54,4.947619047619048
8896,5496,9829,9813,1,6.41,2.4285714285714284
21027,3047,9829,9868,1,7.08,6.117647058823529
258,5419,9829,9885,4,6.43,5.106521739130435
5924,9270,9829,9885,1,6.34,5.147058823529412
33192,5499,9829,9840,1,6.41,4.666666666666667
1607,5038,9829,8780,12,6.55,4.907006369426751
677,5030,9829,8780,12,6.55,5.621621621621622
21861,5504,9829,8768,1,6.4,5.266666666666667
2491,3055,9829,9868,1,7.08,4.783783783783784
1843,3057,9829,9813,1,7.08,5.96875
2740,5021,9829,8780,25,6.55,5.777777777777778
9467,9210,9829,9885,3,6.41,4.0754716981132075
13757,5018,9829,9813,2,6.55,4.355555555555555
2915,5044,9829,9868,1,6.54,5.666666666666667
29675,8539,9829,9868,1,3.8,4.0
1838,6225,9829,9885,2,6.15,4.939497716894977
4132,4707,9829,8780,26,6.64,5.411764705882353
1550,3821,9829,8780,104,6.85,4.573248407643312
4720,4308,9829,8780,13,6.74,5.645647703906786
26101,7927,9829,9885,1,7.2,3.0
20207,7925,9829,9813,1,7.14,1.25
18053,3837,9829,9813,1,6.85,4.234567901234568
17585,3843,9829,9813,2,6.85,4.166666666666667
6266,6832,9829,9885,1,5.81,5.444444444444445
32438,6849,9829,8780,12,5.8,4.885714285714286
3866,4293,9829,9868,1,6.74,4.714285714285714
2546,4311,9829,8780,48,6.73,5.095238095238095
25089,7894,9829,9813,2,5.67,2.5
4339,3862,9829,8780,23,6.84,4.05
24647,7884,9829,9813,2,5.77,1.0
723,3866,9829,9868,1,6.84,4.638888888888889
14183,7877,9829,9868,1,6.05,3.0
24645,7876,9829,9813,2,6.11,0.25
782,4287,9829,8780,25,6.74,5.201986754966887
12603,6961,9829,9868,1,5.72,5.0
2779,7010,9829,9885,2,5.68,3.8142857142857145
4723,3885,9829,8780,32,6.84,3.0
26285,7892,9829,9885,1,6.08,2.5
2220,7014,9829,9885,1,5.67,3.5902439024390245
17493,4313,9829,9868,1,6.74,5.5
33862,7956,9829,9840,1,4.56,4.0
1692,6736,9829,9885,2,5.88,4.29700272479564
4908,6739,9829,8780,12,5.87,4.391304347826087
688,3747,9829,8780,12,6.88,5.2699186991869915
3488,4373,9829,9868,1,6.72,5.025316455696203
273,3764,9829,8780,12,6.87,5.358447488584475
24371,3765,9829,9813,1,6.87,4.685185185185185
32581,8038,9829,9840,1,5.14,0.6666666666666666
9549,4356,9829,9868,1,6.72,4.0
29653,8028,9829,9868,1,4.82,4.0
21025,7946,9829,9868,1,6.33,3.0
8554,6799,9829,9813,1,5.83,3.8
12027,3785,9829,9813,1,6.86,5.714285714285714
30193,8007,9829,9868,1,5.81,3.0
34119,8005,9829,9813,1,3.33,4.0
17307,7997,9829,9885,1,6.15,3.0
10375,6811,9829,9868,1,5.82,2.6666666666666665
8542,4343,9829,8780,25,6.73,5.0
18451,7987,9829,9885,2,5.36,3.5
9495,4328,9829,9868,1,6.73,6.181818181818182
6728,4325,9829,9868,1,6.73,4.555555555555555
24679,8010,9829,9813,2,5.76,3.0
8861,4405,9829,8780,12,6.72,5.489756243457455
1718,4230,9829,9813,2,6.76,5.247967479674797
1742,4221,9829,9885,12,6.76,5.264705882352941
1497,3975,9829,9868,1,6.81,5.21875
2802,3981,9829,9868,1,6.81,4.528301886792453
4201,3982,9829,9868,1,6.81,4.5
8718,7223,9829,8768,1,5.48,1.8333333333333333
600,7525,9829,8780,12,5.13,3.8328530259365996
3835,4105,9829,8780,26,6.78,4.111111111111111
12599,7239,9829,9885,1,5.46,3.5641025641025643
1109,4004,9829,9813,1,6.81,4.9958677685950414
3394,4081,9829,9885,1,6.79,4.96969696969697
314,3973,9829,9885,13,6.81,3.263157894736842
11867,7496,9829,9885,1,5.15,4.873239436619718
1949,7310,9829,9885,1,5.39,4.688311688311688
28789,4028,9829,8768,1,6.8,5.0638297872340425
7273,7470,9829,9868,1,5.21,5.083333333333333
725,7465,9829,9885,1,5.21,3.6595744680851063
28955,7453,9829,9868,1,5.22,1.5
671,4050,9829,8780,13,6.8,5.391089108910891
2219,7388,9829,9885,1,5.3,4.056179775280899
32291,7409,9829,9840,1,5.27,2.0
3306,7406,9829,9885,1,5.27,4.51063829787234
5936,4077,9829,9868,1,6.79,5.5
9353,3896,9829,9885,1,6.83,4.726114649681529
5904,7530,9829,9885,1,5.12,4.071428571428571
32287,4128,9829,9840,1,6.79,4.574074074074074
7374,7046,9829,9885,1,5.64,4.0
5631,7057,9829,9868,1,5.64,3.619047619047619
2911,4208,9829,9813,6,6.76,4.2727272727272725
9773,3909,9829,9868,1,6.83,4.523809523809524
33170,7065,9829,9813,1,5.63,2.923076923076923
1216,7072,9829,9885,1,5.62,4.0
14827,4199,9829,8780,13,6.76,5.148479427549195
7504,7073,9829,9840,1,5.62,4.0588235294117645
9976,7646,9829,9868,1,4.92,3.090909090909091
752,7535,9829,9885,1,5.12,3.4751381215469612
31165,7090,9829,9813,2,5.6,5.466666666666667
2576,3936,9829,8780,52,6.82,4.782608695652174
148,4172,9829,8780,12,6.77,5.614457831325301
7229,3939,9829,9840,12,6.82,2.823529411764706
2495,4157,9829,8780,13,6.77,4.570093457943925
15021,7114,9829,9813,1,5.58,3.4827586206896552
32588,7121,9829,9885,1,5.58,3.6
32804,7594,9829,8768,1,5.03,5.0
8230,4149,9829,8768,1,6.78,4.974683544303797
10742,7577,9829,9868,1,5.06,0.8333333333333334
2387,3934,9829,9885,1,6.82,5.486111111111111
2492,3394,9829,9868,1,6.99,4.55
1243,3735,9829,8780,24,6.88,5.5616
3326,3729,9829,9868,1,6.88,5.692105263157894
7420,6331,9829,9868,6,6.1,2.0
31387,4589,9829,9885,1,6.66,4.621621621621622
3800,4588,9829,8780,44,6.66,4.033333333333333
31977,6335,9829,8768,1,6.1,1.0
9988,3465,9829,9885,3,6.96,5.247282608695652
328,6340,9829,8780,10,6.1,5.00507614213198
28227,6346,9829,9813,2,6.1,4.433962264150943
19971,8300,9829,9813,1,5.61,2.0
743,3475,9829,9813,1,6.96,5.670863309352518
21065,3448,9829,9840,1,6.97,4.0
9940,6354,9829,9813,1,6.09,3.6
7775,4564,9829,9813,1,6.67,5.933333333333334
313,3478,9829,9868,1,6.95,6.166666666666667
9264,6397,9829,9868,1,6.07,3.8461538461538463
9548,4556,9829,9868,1,6.67,4.085714285714285
19135,8281,9829,9868,1,6.25,1.6666666666666667
2729,4549,9829,8768,1,6.68,5.0
670,3491,9829,8780,12,6.95,5.480093676814988
5640,6406,9829,9868,1,6.07,1.875
13691,6407,9829,9813,1,6.07,4.390625
11101,4568,9829,9885,2,6.67,3.6666666666666665
15227,8268,9829,9868,1,8.14,6.0
7616,8347,9829,9868,4,8.0,4.0
30760,8364,9829,9885,1,5.06,5.0
29637,8531,9829,9868,1,3.58,2.5
30765,8500,9829,9885,1,5.5,2.0
3196,3399,9829,8780,30,6.99,4.071428571428571
2554,3400,9829,8780,51,6.98,4.304347826086956
21441,6150,9829,9813,1,6.19,4.650602409638554
14145,4687,9829,9885,2,6.64,4.959514170040486
23177,8484,9829,9813,4,5.33,1.0
16434,8479,9829,9868,1,7.32,4.0
22847,6186,9829,9868,1,6.17,3.611111111111111
32461,8358,9829,9868,1,7.16,6.25
8324,8474,9829,9885,1,6.35,3.1666666666666665
2476,6195,9829,8780,12,6.17,5.320930981718612
28143,8423,9829,9868,1,4.24,3.0
29801,6238,9829,9813,1,6.15,3.5454545454545454
29900,8407,9829,9868,1,4.59,3.6666666666666665
1097,6252,9829,8780,13,6.14,4.727659574468085
546,6262,9829,8780,13,6.14,4.6946107784431135
1084,6270,9829,9885,2,6.13,4.858356940509915
2468,6274,9829,9885,1,6.13,5.215686274509804
10758,8367,9829,9868,1,5.57,2.5
3879,8459,9829,8780,13,6.19,4.2
8713,4407,9829,9813,1,6.71,5.983606557377049
32759,8265,9829,8768,1,4.52,4.0
32382,6411,9829,9813,1,6.1,3.090909090909091
30981,8146,9829,9885,1,6.17,7.0
10516,4469,9829,9885,1,6.69,4.945652173913044
1721,3622,9829,8780,12,6.91,5.559322033898305
7967,8133,9829,9868,1,7.07,5.0
2694,8128,9829,8780,25,6.27,3.2
26099,8127,9829,9885,1,7.0,1.0
26111,8126,9829,9885,1,6.78,1.3333333333333333
23659,8125,9829,9868,1,6.42,1.0
676,6592,9829,9885,3,5.97,4.15
2801,4473,9829,9868,1,6.69,4.659574468085107
28841,2808,9829,9868,1,7.15,5.23404255319149
704,3665,9829,9813,1,6.9,5.2525458248472505
29834,6628,9829,9813,1,5.94,0.5
5167,6638,9829,9885,4,5.93,2.727272727272727
9279,6651,9829,9868,1,5.92,3.8333333333333335
32947,6652,9829,8780,11,5.92,4.694524495677234
2105,4438,9829,8780,26,6.71,4.967479674796748
4515,4432,9829,8780,26,6.71,4.428571428571429
32735,6664,9829,9840,1,5.91,2.6875
2308,6708,9829,8780,13,5.89,3.72
472,4463,9829,8780,13,6.7,5.417298937784522
2568,4529,9829,8780,52,6.68,1.5714285714285714
29651,8156,9829,9868,1,3.85,3.5
8936,6557,9829,9840,1,5.99,5.451612903225806
10759,8248,9829,9868,1,5.93,3.0
6012,8247,9829,8780,13,6.53,5.0
29679,8240,9829,9868,1,4.13,2.5
23711,4526,9829,9885,1,6.68,3.75
62,3542,9829,8780,26,6.93,5.486084452975048
361,6449,9829,9885,3,6.05,4.3546099290780145
6726,3551,9829,9813,3,6.93,3.9904761904761905
4485,3556,9829,9885,4,6.93,4.5
4210,6500,9829,9868,1,6.02,5.1
32845,8167,9829,8768,1,5.11,3.0
28959,6503,9829,9813,1,6.02,5.0
1810,4485,9829,8780,12,6.69,5.234594594594594
29677,8197,9829,9868,1,4.22,2.5
10757,8194,9829,9868,1,5.33,2.0
9525,8187,9829,9813,1,6.97,3.6666666666666665
19627,8186,9829,9885,1,5.73,4.25
30133,6519,9829,9813,1,6.01,5.8
21333,3587,9829,9840,1,6.92,5.0
30764,8173,9829,9885,1,4.88,5.0
29623,8172,9829,9868,1,5.64,6.666666666666667
5415,6504,9829,9813,1,6.02,3.9411764705882355
675,7442,9829,9885,4,5.24,4.2631578947368425
32281,0,9829,9868,1,9.37,8.297862664847658
6211,311,9829,8780,11,8.19,7.076441429689538
158,1601,9829,8780,13,7.48,6.012596899224806
2927,1598,9829,8780,24,7.48,6.133101851851852
1695,525,9829,8780,52,7.99,5.866666666666666
25801,1270,9829,9885,2,7.6,5.3478260869565215
7654,2685,9829,9813,1,7.18,4.734375
2753,528,9829,9868,1,7.99,6.701298701298701
444,747,9829,8780,13,7.85,6.343239227340267
1142,166,9829,8780,12,8.37,7.057506887052342
9931,1592,9829,9868,1,7.48,6.136363636363637
3744,1586,9829,9868,1,7.48,4.573770491803279
3468,1393,9829,9813,7,7.55,5.698675496688741
3111,2333,9829,9885,1,7.28,6.535714285714286
101,1583,9829,8780,13,7.48,6.3317460317460315
2548,1582,9829,8780,48,7.48,5.608391608391608
1842,148,9829,8780,26,8.4,6.849659863945578
2405,743,9829,8780,36,7.85,5.881578947368421
476,1589,9829,8780,12,7.48,5.89766081871345
1846,2164,9829,8780,26,7.33,5.284090909090909
5984,1604,9829,8780,11,7.48,6.19964349376114
22539,1259,9829,8768,1,7.6,6.2682926829268295
11977,211,9829,9868,1,8.31,6.329935125115848
634,2112,9829,8780,13,7.34,6.076543209876543
6351,490,9829,9813,1,8.02,6.4661863228416125
28725,202,9829,9868,1,8.32,7.1076487252124645
144,2363,9829,8780,13,7.27,5.7664851784634
10800,198,9829,8780,25,8.32,7.0832960143304975
28223,193,9829,8780,12,8.33,7.036669213139802
11313,2151,9829,9885,2,7.33,5.819070904645477
369,2349,9829,8780,12,7.27,5.741847826086956
21557,183,9829,9868,1,8.35,7.029567854435178
16782,180,9829,9868,1,8.35,7.133584905660378
283,1245,9829,8780,50,7.6,5.879828326180258
30790,1614,9829,9868,1,7.48,4.6
25755,1613,9829,9868,1,7.48,4.7
23987,2339,9829,9868,1,7.28,6.382978723404255
1729,517,9829,9885,5,8.0,6.378427787934187
27969,1631,9829,9868,1,7.47,6.27741935483871
345,809,9829,8780,12,7.81,6.3454258675078865
2834,2331,9829,8780,51,7.28,5.403846153846154
17741,2700,9829,8780,12,7.17,5.878167641325536
570,707,9829,9868,1,7.87,6.407328504473797
4189,1516,9829,8780,26,7.51,6.135245901639344
9959,1509,9829,9868,1,7.51,6.8
17121,1322,9829,9868,1,7.57,6.202885482416591
795,697,9829,8780,39,7.88,6.384615384615385
3469,1503,9829,9813,6,7.51,5.600746268656716
1116,2296,9829,9868,1,7.29,6.551020408163265
1589,1519,9829,8780,11,7.5,6.278398510242086
8120,2293,9829,9868,1,7.29,6.357142857142857
1520,689,9829,9885,12,7.88,6.1239316239316235
578,69,9829,9868,1,8.58,7.278787878787878
28735,66,9829,8780,13,8.59,7.425242718446602
10178,1473,9829,9813,4,7.52,6.4940711462450595
20671,1337,9829,9868,1,7.57,6.685714285714286
10408,59,9829,9868,1,8.61,7.269485188380788
1004,1465,9829,9885,1,7.52,6.112220309810671
325,2752,9829,8780,25,7.16,5.760175054704595
3110,2699,9829,8780,52,7.17,4.829787234042553
14397,89,9829,8780,25,8.52,7.210766721044045
1825,1529,9829,9868,1,7.5,6.21301775147929
2542,2327,9829,8780,45,7.28,5.8192090395480225
1878,1557,9829,8780,26,7.49,5.565217391304348
18245,538,9829,8780,13,7.98,6.941252144082333
1095,1287,9829,9868,1,7.59,6.037854889589905
252,2702,9829,8780,26,7.17,5.890290037831021
19115,728,9829,9868,1,7.86,7.225296442687747
12531,110,9829,8780,12,8.48,7.379741470650561
3734,2190,9829,9885,3,7.32,5.297297297297297
2921,107,9829,8780,47,8.48,7.495412844036697
30419,2718,9829,9868,1,7.18,5.678571428571429
1554,2722,9829,8780,12,7.16,5.655834564254062
11981,98,9829,9868,1,8.5,6.965810055865922
2624,2186,9829,8780,26,7.32,5.291666666666667
2800,1305,9829,8780,115,7.58,5.875502008032129
31665,1531,9829,9813,1,7.5,5.564056939501779
9756,92,9829,8780,12,8.51,7.218859414871521
11979,103,9829,9868,1,8.49,6.4990046449900465
9989,56,9829,8780,11,8.62,7.452303889836991
376,2102,9829,9813,1,7.34,5.654222101547651
2549,1185,9829,8780,53,7.63,5.2727272727272725
1689,399,9829,9868,3,8.1,7.018805928411633
10448,1977,9829,9840,1,7.38,5.857142857142857
3868,2457,9829,9868,1,7.25,4.512820512820513
23043,2454,9829,8768,1,7.25,4.809523809523809
10935,1035,9829,9813,2,7.7,5.537313432835821
1329,1880,9829,9868,1,7.41,4.257142857142857
401,405,9829,9885,2,8.1,6.484838160136286
2557,943,9829,8780,40,7.75,5.593220338983051
2926,1873,9829,8780,13,7.41,6.097597042513863
341,1985,9829,8780,25,7.38,5.90149060272197
21189,2520,9829,9868,1,7.23,5.603801169590644
1530,326,9829,8780,24,8.17,7.101967799642218
16201,2524,9829,8780,13,7.22,6.094465648854962
4789,313,9829,8780,12,8.18,6.974569319114028
29095,422,9829,8780,10,8.08,6.560684312459651
1983,1816,9829,9868,1,7.42,6.016949152542373
147,1866,9829,8780,14,7.41,6.25312199807877
1965,2020,9829,8780,13,7.37,6.023584905660377
1206,1897,9829,9868,1,7.4,6.297297297297297
4483,1900,9829,8780,12,7.4,6.102362204724409
14807,372,9829,9868,1,8.13,6.6075
30771,2487,9829,8768,1,7.24,4.7272727272727275
2558,983,9829,8780,40,7.73,5.9411764705882355
3335,1937,9829,8780,42,7.39,5.0
25143,2480,9829,9885,1,7.24,5.471544715447155
2924,380,9829,8780,12,8.12,7.046539792387543
4059,359,9829,9813,1,8.14,6.570091469900022
10500,1018,9829,9868,1,7.71,6.477578475336323
713,1923,9829,9868,1,7.39,5.77455268389662
3457,1919,9829,8780,13,7.4,6.144768604731361
3089,1917,9829,9868,1,7.4,6.127577319587629
323,961,9829,8780,13,7.74,6.428409348763331
7661,1011,9829,8780,26,7.71,6.483178239083751
2213,948,9829,8780,61,7.74,6.180722891566265
1521,1963,9829,9868,1,7.38,5.808398950131234
1065,345,9829,8780,101,8.16,6.504398826979473
8475,2498,9829,9868,1,7.23,5.866251944012442
1240,1196,9829,9868,1,7.62,5.16633922724296
15039,302,9829,9868,1,8.19,6.63356540857457
1601,2545,9829,8780,22,7.22,5.739655172413793
16662,256,9829,9868,1,8.24,6.816277195809831
1239,1152,9829,8780,39,7.64,5.33006215243703
2547,834,9829,8780,46,7.8,6.090909090909091
7651,1165,9829,9868,1,7.64,5.615384615384615
8426,832,9829,8780,11,7.8,6.553314121037464
2225,2389,9829,8780,52,7.26,5.242957746478873
1029,1166,9829,9868,1,7.64,6.093406593406593
46,1149,9829,9868,1,7.65,5.7159672466734905
2035,474,9829,8780,12,8.03,6.4543524416135885
27989,478,9829,8780,13,8.03,6.67751383013342
5365,237,9829,9868,1,8.27,7.257252326217843
1373,1705,9829,9813,4,7.45,5.920863309352518
6408,1173,9829,9868,1,7.63,6.457980456026059
10067,1175,9829,9813,1,7.63,5.71174630261661
5494,1179,9829,8780,39,7.63,6.2368421052631575
390,2091,9829,8780,26,7.35,6.012165450121654
3887,2082,9829,9813,1,7.35,5.755905511811024
17729,1093,9829,8780,13,7.67,6.209090909090909
14353,463,9829,9868,1,8.04,6.402992645194015
2555,1734,9829,8780,43,7.45,4.916666666666667
963,2043,9829,9813,1,7.36,5.541625857002939
8142,440,9829,9868,1,8.06,6.723027375201288
13585,2048,9829,8780,11,7.36,6.144578313253012
10389,874,9829,9868,1,7.78,6.446298227320125
2517,2559,9829,9813,1,7.21,4.808219178082192
2402,278,9829,8780,79,8.22,7.012903225806451
437,274,9829,9868,1,8.23,6.712267324512222
6361,2399,9829,9813,1,7.26,4.936708860759493
2562,1124,9829,8780,22,7.66,6.316582914572864
8425,269,9829,8780,24,8.23,6.944082672706681
2623,453,9829,9868,1,8.05,6.947712418300654
31405,2564,9829,8780,12,7.21,5.996546961325967
20649,2567,9829,9885,2,7.21,5.524590163934426
1974,268,9829,8780,51,8.23,6.6
29093,455,9829,9813,1,8.05,6.395095367847412
855,1737,9829,8780,26,7.45,6.036231884057971
531,864,9829,9868,1,7.78,5.352634076886568
5216,2285,9829,9885,2,7.29,5.473867595818815
2227,978,9829,8780,21,7.73,5.174603174603175
22763,1354,9829,9813,1,7.56,5.844930417495029
6114,52,9829,8780,26,8.64,7.713305001634521
8481,1405,9829,9885,3,7.54,6.1557478368356
13629,670,9829,9813,1,7.89,6.822222222222222
28851,11,9829,9868,1,9.05,6.75
10397,2263,9829,8780,12,7.3,5.9816453621763355
12175,2259,9829,8780,12,7.3,5.98928352725046
506,1462,9829,8780,23,7.52,5.578313253012048
1021,1389,9829,8780,44,7.55,6.261603375527426
879,1361,9829,8780,26,7.56,6.043630017452007
1824,630,9829,9868,1,7.92,6.443447037701975
106,657,9829,8780,51,7.9,6.029227557411273
2553,1458,9829,8780,52,7.52,5.532258064516129
5835,658,9829,8780,39,7.9,6.355263157894737
532,668,9829,8780,38,7.89,5.603212216956293
7877,1357,9829,9868,1,7.56,5.304347826086956
7193,651,9829,8780,12,7.9,6.572018348623853
4752,1452,9829,8780,13,7.53,6.105134252539913
6783,1380,9829,9813,1,7.55,4.516778523489933
30740,2217,9829,8780,12,7.32,5.9462486002239645
23273,16,9829,8780,22,8.92,7.740262489415749
20903,1463,9829,9868,1,7.52,6.249767008387698
798,1454,9829,8780,12,7.53,5.945
2922,1433,9829,9868,1,7.53,5.884615384615385
1222,1407,9829,8780,26,7.54,6.171571696931747
5929,1384,9829,9868,1,7.55,3.6363636363636362
28999,641,9829,8780,13,7.91,6.621309715512614
2129,1404,9829,8780,13,7.55,6.352361084771477
19,37,9829,8780,74,8.72,7.809098824553765
20505,2258,9829,9840,1,7.3,4.375
