Name,Score,Genres,Type,Episodes,Rating,Producers,Studios,Source,Duration,Duration_format,Rating_format,Genre_format,Producers_format,Studios_format
Goblin Slayer: Goblin's Crown,7.19,"Action, Adventure, Fantasy",Movie,1,R - 17+ (violence & profanity),Hakuhodo DY Music & Pictures,White Fox,Novel,1 hr. 25 min.,85,R,Action,Hakuhodo DY Music & Pictures,White Fox
Kitsutsuki Tanteidokoro,6.03,"Mystery, Historical",TV,12,R - 17+ (violence & profanity),"Marvelous, Tohokushinsha Film Corporation, BS Fuji, Tokyo MX, Muse Communication, Happinet",LIDENFILMS,Novel,24 min. per ep.,24,R,Mystery,Tokyo MX,LIDENFILMS
number24,6.63,"Sports, School",TV,12,PG-13 - Teens 13 or older,"Movic, Magic Capsule, Tokyo MX, Mime Corporation, it's",PRA,Original,23 min. per ep.,23,PG-13,School,Movic,PRA
Human Lost: Ningen Shikkaku,5.87,"Historical, Psychological, Drama, Seinen",Movie,1,R - 17+ (violence & profanity),Slow Curve,Polygon Pictures,Original,1 hr. 49 min.,109,R,Drama,Slow Curve,Polygon Pictures
Hataraku Saibou!!,7.45,"Comedy, Shounen",TV,8,PG-13 - Teens 13 or older,"Aniplex, Kodansha, Magic Capsule",David Production,Manga,23 min. per ep.,23,PG-13,Comedy,Aniplex,David Production
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,8.5,"Psychological, Drama, Thriller, Fantasy",TV,13,R - 17+ (violence & profanity),"AT-X, Memory-Tech, Hakuhodo DY Music & Pictures, Kadokawa Media House, Kadokawa",White Fox,Novel,26 min. per ep.,26,R,Fantasy,AT-X,White Fox
Africa no Salaryman (TV),6.52,"Slice of Life, Comedy",TV,12,PG-13 - Teens 13 or older,"Pony Canyon, Movic, Bandai Namco Live Creative, Ai Addiction, Sammy, Kadokawa Media House, Kadokawa, pH Studio",HOTZIPANG,Web manga,23 min. per ep.,23,PG-13,Comedy,Movic,HOTZIPANG
Sword Art Online: Alicization - War of Underworld,7.63,"Action, Game, Adventure, Romance, Fantasy",TV,12,R - 17+ (violence & profanity),"Aniplex, Bandai Namco Entertainment, Egg Firm, Straight Edge, Kadokawa, Sonilude",A-1 Pictures,Novel,23 min. per ep.,23,R,Action,Aniplex,A-1 Pictures
Ochikobore Fruit Tart,6.77,"Music, Slice of Life",TV,12,PG-13 - Teens 13 or older,"Studio Mausu, Kadokawa",feel.,Manga,23 min. per ep.,23,PG-13,Slice of Life,Kadokawa,feel.
ACCA: 13-ku Kansatsu-ka - Regards,7.15,"Mystery, Police, Drama, Fantasy, Seinen",OVA,1,PG-13 - Teens 13 or older,Lantis,Madhouse,Manga,47 min.,47,PG-13,Fantasy,Lantis,Madhouse
Yakusoku no Neverland 2nd Season,7.49,"Sci-Fi, Mystery, Psychological, Thriller, Shounen",TV,11,R - 17+ (violence & profanity),"Aniplex, Shueisha",CloverWorks,Manga,22 min. per ep.,22,R,Sci-Fi,Aniplex,CloverWorks
BanG Dream! Film Live,7.66,Music,Movie,1,PG-13 - Teens 13 or older,"Ultra Super Pictures, Bushiroad, Tokyo MX, Good Smile Company, HoriPro International",SANZIGEN,Original,1 hr. 12 min.,72,PG-13,Music,Tokyo MX,SANZIGEN
Bakugan: Battle Planet,5.57,"Action, Game, Fantasy",TV,50,PG - Children,Nelvana,TMS Entertainment,Original,24 min. per ep.,24,PG-13,Action,Nelvana,TMS Entertainment
Kaijuu Step Wandabada,5.0,"Comedy, Kids",TV,26,PG - Children,"Tsuburaya Productions, NHK Enterprises",Usagi Ou,Picture book,5 min. per ep.,5,PG-13,Comedy,NHK Enterprises,Usagi Ou
Choujigen Game Neptune The Animation: Nep no Natsuyasumi,7.16,"Action, Comedy, Fantasy, Sci-Fi",OVA,1,PG-13 - Teens 13 or older,Okuroto Noboru,Okuruto Noboru,Game,26 min.,26,PG-13,Comedy,Okuroto Noboru,Okuruto Noboru
"Tenioha! 2: Nee, Motto Ecchi na Koto Ippai Shiyo? The Animation",6.84,Hentai,OVA,1,Rx - Hentai,Pink Pineapple,Studio 1st,Novel,26 min.,26,R+,Hentai,Pink Pineapple,Studio 1st
Mob Psycho 100: Dai Ikkai Rei toka Soudansho Ian Ryokou - Kokoro Mitasu Iyashi no Tabi,7.62,"Action, Slice of Life, Comedy, Supernatural",OVA,1,PG-13 - Teens 13 or older,"Warner Bros. Japan, KlockWorx, BS Fuji, Hakuhodo DY Music & Pictures, Shogakukan",Bones,Original,24 min.,24,PG-13,Comedy,KlockWorx,Bones
Supermarket Flowers,5.0,Music,Music,1,G - All Ages,Warner Music Japan,HOTZIPANG,Music,3 min.,3,G,Music,Warner Music Japan,HOTZIPANG
Ling Long: Incarnation,7.34,"Action, Sci-Fi, Horror, Demons, Drama, Thriller",ONA,6,R - 17+ (violence & profanity),bilibili,YHKT Entertainment,Original,30 min. per ep.,30,R,Action,bilibili,YHKT Entertainment
Han Hua Ri Ji,6.85,"Slice of Life, Comedy, Supernatural",ONA,12,PG-13 - Teens 13 or older,bilibili,L²Studio,Original,14 min. per ep.,14,PG-13,Comedy,bilibili,L²Studio
Chuizhi Shijie,5.0,"Slice of Life, Comedy, Supernatural, Magic, Fantasy",ONA,12,PG-13 - Teens 13 or older,bilibili,Haoliners Animation League,Original,4 min. per ep.,4,PG-13,Comedy,bilibili,Haoliners Animation League
D4DJ: First Mix,7.7,Music,TV,13,PG-13 - Teens 13 or older,Bushiroad,SANZIGEN,Original,23 min. per ep.,23,PG-13,Music,Bushiroad,SANZIGEN
Nanatsu no Taizai: Kamigami no Gekirin,6.41,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen",TV,24,PG-13 - Teens 13 or older,"TV Tokyo, VAP, Dentsu, Kodansha, Movic, Sammy","Studio Deen, Marvy Jack",Manga,24 min. per ep.,24,PG-13,Action,TV Tokyo,Studio Deen
Yesterday wo Utatte,7.02,"Slice of Life, Drama, Romance, Seinen",TV,12,PG-13 - Teens 13 or older,"TV Asahi, Sotsu, Delfi Sound, Lucent Pictures Entertainment, CyberAgent, AbemaTV, DMM.futureworks",Doga Kobo,Manga,23 min. per ep.,23,PG-13,Drama,Sotsu,Doga Kobo
I★Chu: Halfway Through the Idol,6.11,"Music, Slice of Life, Comedy, School",TV,50,PG-13 - Teens 13 or older,"Half H.P Studio, Twin Engine",Lay-duce,Game,24 min.,24,PG-13,Comedy,Half H.P Studio,Lay-duce
Eden (ONA),5.0,"Sci-Fi, Slice of Life, Fantasy",ONA,4,PG-13 - Teens 13 or older,"Nice Boat Animation, Wolf Smoke Studio, Netflix","Qubic Pictures, CGCG Studio",Original,24 min. per ep.,24,PG-13,Fantasy,Netflix,Qubic Pictures
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,8.4,"Slice of Life, Drama, Fantasy",Movie,1,PG-13 - Teens 13 or older,Shochiku,Kyoto Animation,Novel,1 hr. 31 min.,91,PG-13,Fantasy,Shochiku,Kyoto Animation
5-toubun no Hanayome ∬,8.05,"Harem, Comedy, Romance, School, Shounen",TV,12,PG-13 - Teens 13 or older,"Pony Canyon, Kodansha, DAX Production, BS11, Nichion, GYAO!, Good Smile Film, MAGNET",Bibury Animation Studios,Manga,24 min. per ep.,24,PG-13,Comedy,Pony Canyon,Bibury Animation Studios
Adachi to Shimamura,7.21,"Slice of Life, Romance, School, Shoujo Ai",TV,12,PG-13 - Teens 13 or older,Kadokawa,Tezuka Productions,Novel,24 min. per ep.,24,PG-13,Romance,Kadokawa,Tezuka Productions
Eizouken ni wa Te wo Dasu na!,8.17,"Adventure, Comedy, School, Seinen",TV,12,PG-13 - Teens 13 or older,"Warner Bros. Japan, Warner Music Japan, Shogakukan, NHK Enterprises",Science SARU,Manga,25 min. per ep.,25,PG-13,Comedy,Warner Bros. Japan,Science SARU
Val x Love,5.89,"Harem, Comedy, Supernatural, Romance, Ecchi, School, Shounen",TV,12,R+ - Mild Nudity,"Square Enix, Sotsu, AT-X, Tokyo MX, Avex Pictures, Docomo Anime Store, BS11, GYAO!, A-Sketch, MAGNET, entama",Hoods Entertainment,Manga,23 min. per ep.,23,R+,Comedy,Sotsu,Hoods Entertainment
Mugen no Juunin: Immortal,7.36,"Action, Adventure, Historical, Supernatural, Drama, Martial Arts, Samurai, Seinen",ONA,24,R - 17+ (violence & profanity),"Nihon Ad Systems, Mainichi Broadcasting System, Pony Canyon, Kodansha",LIDENFILMS,Manga,23 min. per ep.,23,R,Action,Pony Canyon,LIDENFILMS
Non Non Biyori Nonstop,8.35,"Slice of Life, Comedy, Seinen",TV,12,PG-13 - Teens 13 or older,"TV Tokyo, Lantis, AT-X, Kadokawa, Bandai Namco Arts, Bit grooove promotion, Sony Music Solutions",SILVER LINK.,Manga,24 min. per ep.,24,PG-13,Comedy,Lantis,SILVER LINK.
Fairy Gone 2nd Season,6.39,"Action, Demons, Supernatural, Magic, Fantasy",TV,12,PG-13 - Teens 13 or older,"Mainichi Broadcasting System, Movic, AT-X, Toho, Medicos Entertainment, BS11, Sanyo",P.A. Works,Original,23 min. per ep.,23,PG-13,Action,Movic,P.A. Works
Yami Shibai 7,5.93,"Dementia, Horror, Supernatural",TV,13,PG-13 - Teens 13 or older,TV Tokyo,ILCA,Original,4 min. per ep.,4,PG-13,Supernatural,TV Tokyo,ILCA
Haishin Yuusha,5.0,"Comedy, Fantasy, Shounen",ONA,12,PG-13 - Teens 13 or older,Anime Beans,"Acca effe, Giga Production",Manga,24 min. per ep.,24,PG-13,Comedy,Anime Beans,Acca effe
Can You See? I'm Sushi,5.3,"Game, Music, Kids",Music,1,G - All Ages,NHK,Creatures Inc.,Original,2 min.,2,G,Music,NHK,Creatures Inc.
Salsa Ii na Ii ne,5.0,"Kids, Music",Music,1,G - All Ages,NHK,Creatures Inc.,Original,2 min.,2,G,Music,NHK,Creatures Inc.
Koi no Subesube Manjuu Gani,5.0,"Music, Kids",Music,1,G - All Ages,NHK,Creatures Inc.,Original,2 min.,2,G,Music,NHK,Creatures Inc.
Tonosama Gaeru,5.0,"Music, Comedy, Kids",Music,1,G - All Ages,NHK,Creatures Inc.,Original,2 min.,2,G,Comedy,NHK,Creatures Inc.
Rere no Aoi Sora,5.0,"Music, Kids",Music,1,G - All Ages,NHK,Creatures Inc.,Original,2 min.,2,G,Music,NHK,Creatures Inc.
Neko no Heishi ga Yuku,5.0,"Kids, Music",Music,1,G - All Ages,NHK,Creatures Inc.,Original,2 min.,2,G,Music,NHK,Creatures Inc.
Ultraman 2,5.0,"Action, Sci-Fi, Super Power, Seinen",ONA,13,PG-13 - Teens 13 or older,Netflix,"Production I.G, Sola Digital Arts",Manga,23 min. per ep.,23,PG-13,Action,Netflix,Production I.G
Inu-Ou,5.0,"Fantasy, Historical, Music",Movie,1,PG-13 - Teens 13 or older,Asmik Ace,Science SARU,Novel,1 hr. 30 min.,90,PG-13,Fantasy,Asmik Ace,Science SARU
Shokugeki no Souma: Shin no Sara,7.76,"Ecchi, School, Shounen",TV,12,PG-13 - Teens 13 or older,"Warner Bros. Japan, KlockWorx, Shueisha, Bandai Namco Arts",J.C.Staff,Manga,24 min. per ep.,24,PG-13,Shounen,Shueisha,J.C.Staff
Uchi Tama?! Uchi no Tama Shirimasen ka?,6.9,Slice of Life,TV,11,PG-13 - Teens 13 or older,"Aniplex, Dentsu, Fuji TV, Sony Creative Products","MAPPA, Lapin Track",Original,23 min. per ep.,23,PG-13,Slice of Life,Aniplex,MAPPA
Tokimeki Runners,6.85,Music,Music,1,PG-13 - Teens 13 or older,Lantis,Sunrise,Manga,6 min.,6,PG-13,Music,Lantis,Sunrise
Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,6.83,"Action, Mystery, Comedy, Supernatural, Drama, Shounen",TV,12,PG-13 - Teens 13 or older,"Lantis, Bridge",Studio Deen,Manga,23 min. per ep.,23,PG-13,Comedy,Lantis,Studio Deen
Yatogame-chan Kansatsu Nikki Nisatsume,6.31,"Slice of Life, Comedy, School, Shounen",TV,12,PG-13 - Teens 13 or older,Cloud22,"Creators in Pack, Saetta",Manga,3 min. per ep.,3,PG-13,Comedy,Cloud22,Creators in Pack
Yubisaki kara no Honki no Netsujou: Osananajimi wa Shouboushi,6.0,"Comedy, Romance, Ecchi",TV,8,R+ - Mild Nudity,"Studio Mausu, Suiseisha",Studio Hokiboshi,Web manga,3 min. per ep.,3,R+,Comedy,Studio Mausu,Studio Hokiboshi
Tamayomi,5.73,"Sports, School",TV,12,PG-13 - Teens 13 or older,Sotsu,Studio A-CAT,Manga,23 min. per ep.,23,PG-13,School,Sotsu,Studio A-CAT
Isekai Quartet 2,7.38,"Comedy, Parody, Fantasy",TV,12,PG-13 - Teens 13 or older,Kadokawa,Studio PuYUKAI,Original,11 min. per ep.,11,PG-13,Comedy,Kadokawa,Studio PuYUKAI
Vlad Love,5.94,"Comedy, Supernatural, Vampire, School",TV,12,PG-13 - Teens 13 or older,"Ichigo Animation, Comic Animation","Production I.G, Drive",Original,24 min. per ep.,24,PG-13,Comedy,Ichigo Animation,Production I.G
Promare: Galo-hen,6.92,"Action, Sci-Fi, Super Power, Mecha",ONA,1,PG-13 - Teens 13 or older,XFLAG,Trigger,Original,10 min.,10,PG-13,Action,XFLAG,Trigger
Bokutachi wa Benkyou ga Dekinai!,7.36,"Harem, Comedy, Romance, School, Shounen",TV,13,PG-13 - Teens 13 or older,"Aniplex, Movic, Magic Capsule, Shueisha, BS11, ADK","Silver, Arvo Animation",Manga,23 min. per ep.,23,PG-13,Comedy,Aniplex,Arvo Animation
Ishuzoku Reviewers,7.58,"Comedy, Ecchi, Fantasy",TV,12,R+ - Mild Nudity,"AT-X, Docomo Anime Store, Kadokawa Media House, Kadokawa, Toyo Recording",Passione,Manga,23 min. per ep.,23,R+,Comedy,AT-X,Passione
Onii-chan Asa made Zutto Gyutte Shite!,6.68,Hentai,OVA,50,Rx - Hentai,Mary Jane,Studio 1st,Novel,16 min.,16,R+,Hentai,Mary Jane,Studio 1st
Shingeki no Kyojin: The Final Season,9.17,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",TV,16,R - 17+ (violence & profanity),"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprise",MAPPA,Manga,23 min. per ep.,23,R,Action,Pony Canyon,MAPPA
Id:Invaded,7.9,"Mystery, Police, Psychological, Sci-Fi",TV,13,R - 17+ (violence & profanity),"Toei Animation, BS11, Kadokawa Media House, NTT Plala, Kadokawa, Anima&Co.",NAZ,Original,24 min. per ep.,24,R,Sci-Fi,Kadokawa,NAZ
Great Pretender,8.38,"Action, Adventure, Mystery, Comedy, Psychological",ONA,23,R - 17+ (violence & profanity),"Production I.G, Fuji TV, BS Fuji, TOHO animation, Hakuhodo DY Media Partners",Wit Studio,Original,23 min. per ep.,23,R,Comedy,Fuji TV,Wit Studio
Deca-Dence,7.48,"Action, Sci-Fi, Adventure",TV,12,PG-13 - Teens 13 or older,"AT-X, BS11, Kadokawa Media House, Kadokawa, NewGin",Nut,Original,23 min. per ep.,23,PG-13,Action,AT-X,Nut
Golden Kamuy 3rd Season,8.46,"Action, Adventure, Historical, Seinen",TV,12,R - 17+ (violence & profanity),"Magic Capsule, NBCUniversal Entertainment Japan, Twin Engine",Geno Studio,Manga,23 min. per ep.,23,R,Action,Magic Capsule,Geno Studio
BNA,7.45,"Action, Super Power, Fantasy",ONA,12,PG-13 - Teens 13 or older,"Movic, Fuji TV, Ultra Super Pictures, BS Fuji, TOHO animation, Hakuhodo DY Media Partners, Bandai Spirits",Trigger,Original,22 min. per ep.,22,PG-13,Action,Movic,Trigger
Lupin III: The First,7.79,"Action, Adventure, Mystery, Comedy, Seinen",Movie,1,PG-13 - Teens 13 or older,"Toho, Abe Shuuji Jimusho","TMS Entertainment, Marza Animation Planet",Manga,1 hr. 32 min.,92,PG-13,Comedy,Toho,TMS Entertainment
Tenchi Muyou! Ryououki 5th Season,6.28,"Action, Sci-Fi, Harem, Space, Comedy, Shounen",OVA,6,PG-13 - Teens 13 or older,"A-Line, Pony Canyon Enterprise",AIC,Original,30 min. per ep.,30,PG-13,Comedy,Pony Canyon Enterprise,AIC
Soukyuu no Fafner: Dead Aggressor - The Beyond Part 2,7.0,"Action, Military, Sci-Fi, Drama, Mecha",Movie,3,PG-13 - Teens 13 or older,King Records,"Production I.G, I.Gzwei",Original,25 min. per ep.,25,PG-13,Action,King Records,Production I.G
Arte,7.17,"Drama, Historical, Romance, Seinen, Slice of Life",TV,12,PG-13 - Teens 13 or older,"MediaNet, Toei Video, KlockWorx, flying DOG, Nikkatsu, Asmik Ace, BS Fuji, NBCUniversal Entertainment Japan, Tokyo MX, Glovision, North Stars Pictures, RAY, Muse Communication",Seven Arcs,Manga,24 min. per ep.,24,PG-13,Drama,KlockWorx,Seven Arcs
Rebirth,5.34,"Game, Slice of Life, Comedy",TV,50,PG-13 - Teens 13 or older,LIDENFILMS Osaka Studio,LIDENFILMS,Game,3 min.,3,PG-13,Comedy,LIDENFILMS Osaka Studio,LIDENFILMS
Oda Cinnamon Nobunaga,6.55,"Slice of Life, Comedy, Historical, Seinen",TV,12,PG-13 - Teens 13 or older,"TV Tokyo, Dentsu, Shochiku, Avex Pictures, Amuse, Sammy, North Stars Pictures, Mixer",Studio Signpost,Manga,23 min. per ep.,23,PG-13,Comedy,TV Tokyo,Studio Signpost
ARP Backstage Pass,5.59,Music,TV,10,PG-13 - Teens 13 or older,"Avex Entertainment, Mainichi Broadcasting System, Asmik Ace, Tokyo MX, Kadokawa, YUKE'S",Dynamo Pictures,Manga,23 min. per ep.,23,PG-13,Music,Mainichi Broadcasting System,Dynamo Pictures
22/7,6.81,Music,TV,12,PG-13 - Teens 13 or older,"Aniplex, Tokyo MX, Nagoya Broadcasting Network, BS11, Shogakukan, ABC Animation, Buzz Wave",A-1 Pictures,Manga,24 min. per ep.,24,PG-13,Music,Aniplex,A-1 Pictures
Hero Mask (2019),6.57,"Action, Sci-Fi, Mystery, Police",ONA,9,R - 17+ (violence & profanity),"Sotsu, Netflix",Studio Pierrot,Original,24 min. per ep.,24,R,Action,Sotsu,Studio Pierrot
Digimon Survive: Prologue Movie,6.48,"Mystery, Fantasy, School",ONA,1,G - All Ages,Bandai Namco Entertainment,Toei Animation,Game,3 min.,3,G,Fantasy,Bandai Namco Entertainment,Toei Animation
Listeners,5.38,"Action, Mecha, Music, Sci-Fi",TV,12,PG-13 - Teens 13 or older,"Mainichi Broadcasting System, Slow Curve, DMM pictures, dugout, DMM Music",MAPPA,Original,24 min. per ep.,24,PG-13,Action,Mainichi Broadcasting System,MAPPA
Gundam Build Divers Re:Rise,7.03,"Action, Sci-Fi, Mecha",ONA,13,G - All Ages,"Sunrise, Sotsu","Asatsu DK, Sunrise Beyond",Original,24 min. per ep.,24,G,Action,Sotsu,Sunrise Beyond
Kandagawa Jet Girls,5.66,"Sports, Ecchi",TV,12,R+ - Mild Nudity,"Marvelous, AT-X, Egg Firm, Bandai Namco Arts, Legs",TNK,Original,24 min. per ep.,24,R+,Ecchi,AT-X,TNK
Urashimasakatasen no Nichijou,5.96,"Slice of Life, Comedy, School",TV,12,PG-13 - Teens 13 or older,NBCUniversal Entertainment Japan,Gainax Kyoto,Music,4 min. per ep.,4,PG-13,Comedy,NBCUniversal Entertainment Japan,Gainax Kyoto
Fate/Grand Order: Zettai Majuu Sensen Babylonia - Initium Iter,7.21,"Action, Supernatural, Magic, Fantasy",Special,1,PG-13 - Teens 13 or older,"Aniplex, Notes, Delightworks",CloverWorks,Game,27 min.,27,PG-13,Action,Aniplex,CloverWorks
Wo Kai Dongwuyuan Naxie Nian,6.37,"Slice of Life, Comedy",ONA,13,PG-13 - Teens 13 or older,bilibili,Haoliners Animation League,Novel,13 min. per ep.,13,PG-13,Comedy,bilibili,Haoliners Animation League
Aggressive Retsuko (ONA) 3rd Season,7.93,"Slice of Life, Comedy",ONA,10,PG-13 - Teens 13 or older,"Sanrio, Netflix",Fanworks,Manga,16 min. per ep.,16,PG-13,Comedy,Sanrio,Fanworks
Kami no Tou,7.66,"Action, Adventure, Mystery, Drama, Fantasy",TV,13,PG-13 - Teens 13 or older,"Sega, Rialto Entertainment, Sola Entertainment, Naver Webtoons",Telecom Animation Film,Web manga,23 min. per ep.,23,PG-13,Action,Sega,Telecom Animation Film
Housekishou Richard-shi no Nazo Kantei,7.16,"Drama, Mystery, Slice of Life",TV,12,PG-13 - Teens 13 or older,"Nippon Animation, WOWOW, Sotsu, Movic, AT-X, Studio Mausu, Avex Pictures, Q-Tec, Hakuhodo DY Music & Pictures, BS11, GYAO!, entama",Shuka,Novel,23 min. per ep.,23,PG-13,Drama,Movic,Shuka
Mitaiken Horizon,7.25,Music,Music,1,G - All Ages,Lantis,Sunrise,Manga,8 min.,8,G,Music,Lantis,Sunrise
XL Joushi.,5.97,"Romance, Ecchi, Josei",TV,8,R+ - Mild Nudity,"Picante Circus, Suiseisha",Magic Bus,Manga,5 min. per ep.,5,R+,Romance,Suiseisha,Magic Bus
Cannon Busters,6.47,"Action, Sci-Fi, Adventure, Fantasy, Mecha",ONA,12,R - 17+ (violence & profanity),Netflix,"Satelight, Yumeta Company",Manga,24 min. per ep.,24,R,Action,Netflix,Satelight
Haikyuu!!: Riku vs. Kuu,7.8,"Comedy, Sports, Drama, School, Shounen",OVA,2,PG-13 - Teens 13 or older,"TOHO animation, Shueisha",Production I.G,Manga,22 min. per ep.,22,PG-13,Comedy,Shueisha,Production I.G
Wave!!: Surfing Yappe!!,6.25,"Slice of Life, Sports",Movie,3,PG-13 - Teens 13 or older,Delfi Sound,Asahi Production,Manga,1 hr. 27 min. per ep.,87,PG-13,Slice of Life,Delfi Sound,Asahi Production
Kengan Ashura 2nd Season,7.72,"Action, Martial Arts",ONA,12,R - 17+ (violence & profanity),"Nihon Ad Systems, Mainichi Broadcasting System, Pony Canyon, Shogakukan, KLab, Netflix, MAGNET",Larx Entertainment,Web manga,23 min. per ep.,23,R,Action,Pony Canyon,Larx Entertainment
A3! Season Autumn & Winter,7.26,"Slice of Life, Drama",TV,12,PG-13 - Teens 13 or older,"Pony Canyon, Infinite","P.A. Works, Studio 3Hz",Game,23 min. per ep.,23,PG-13,Drama,Pony Canyon,P.A. Works
Promare: Lio-hen,7.05,"Action, Sci-Fi, Super Power, Mecha",ONA,1,PG-13 - Teens 13 or older,XFLAG,Trigger,Original,10 min.,10,PG-13,Action,XFLAG,Trigger
Gintama: Monster Strike-hen,7.35,"Action, Comedy, Parody, Samurai",ONA,2,PG-13 - Teens 13 or older,"Sunrise, XFLAG",Bandai Namco Pictures,Manga,11 min. per ep.,11,PG-13,Comedy,XFLAG,Bandai Namco Pictures
Mewkledreamy,6.51,"Adventure, Kids, Fantasy",TV,50,G - All Ages,Sanrio,J.C.Staff,Manga,24 min.,24,G,Fantasy,Sanrio,J.C.Staff
Uzumaki,5.0,"Dementia, Horror, Psychological, Supernatural, Drama, Romance, Seinen",TV,4,PG-13 - Teens 13 or older,Production I.G,Drive,Manga,24 min. per ep.,24,PG-13,Drama,Production I.G,Drive
Iro wo Kuu Akuma,5.49,"Dementia, Music",ONA,1,G - All Ages,Kaibutsu,"TYMOTE, Spoon",Original,1 min.,1,G,Music,Kaibutsu,TYMOTE
Pokemon (2019),7.28,"Action, Adventure, Comedy, Kids, Fantasy",TV,50,PG - Children,"TV Tokyo, Shogakukan-Shueisha Productions, MediaNet",OLM,Game,23 min.,23,PG-13,Comedy,TV Tokyo,OLM
Goal Line,6.36,Music,Music,1,PG-13 - Teens 13 or older,Bushiroad Music,SANZIGEN,Original,1 min.,1,PG-13,Music,Bushiroad Music,SANZIGEN
Tate no Yuusha no Nariagari Season 2,5.0,"Action, Adventure, Drama, Fantasy",TV,50,PG-13 - Teens 13 or older,Glovision,"Kinema Citrus, DR Movie",Novel,24 min.,24,PG-13,Action,Glovision,Kinema Citrus
Runway de Waratte,7.65,"Slice of Life, Drama, School, Shounen",TV,12,PG-13 - Teens 13 or older,"Mainichi Broadcasting System, Kodansha, DMM pictures",Ezόla,Manga,24 min. per ep.,24,PG-13,Drama,Kodansha,Ezόla
Maoujou de Oyasumi,8.04,"Slice of Life, Comedy, Supernatural, Magic, Fantasy, Shounen",TV,12,PG-13 - Teens 13 or older,Lantis,Doga Kobo,Manga,23 min. per ep.,23,PG-13,Comedy,Lantis,Doga Kobo
Shin Sakura Taisen the Animation,5.81,"Sci-Fi, Adventure, Mecha, Shounen",TV,12,PG-13 - Teens 13 or older,"Sega, Sammy, Tencent Japan",SANZIGEN,Game,23 min. per ep.,23,PG-13,Sci-Fi,Sega,SANZIGEN
Date A Bullet: Dead or Bullet,7.51,Sci-Fi,Movie,1,PG-13 - Teens 13 or older,Nippon Columbia,GEEK TOYS,Novel,24 min.,24,PG-13,Sci-Fi,Nippon Columbia,GEEK TOYS
Fruits Basket 2nd Season,8.54,"Slice of Life, Comedy, Supernatural, Drama, Romance, Shoujo",TV,25,PG-13 - Teens 13 or older,TMS Music,TMS Entertainment,Manga,23 min. per ep.,23,PG-13,Comedy,TMS Music,TMS Entertainment
Mo Dao Zu Shi 3rd Season,5.0,"Action, Historical, Demons, Supernatural, Drama, Magic",ONA,50,PG-13 - Teens 13 or older,Tencent Penguin Pictures,B.CMAY PICTURES,Novel,24 min. per ep.,24,PG-13,Action,Tencent Penguin Pictures,B.CMAY PICTURES
Mo Dao Zu Shi Q,8.14,"Comedy, Historical, Supernatural, Magic",ONA,30,PG-13 - Teens 13 or older,Tencent Penguin Pictures,B.CMAY PICTURES,Novel,5 min. per ep.,5,PG-13,Comedy,Tencent Penguin Pictures,B.CMAY PICTURES
